"","C001_FD2_ORC","C001_FD3_ORC","C001_L.3_ORC","C001_L.44_ORC","C001_L.92_ORC","C001_R.1_ORC","C001_R.45_ORC","C001_R.82_ORC","C002_FD2_ORC","C002_FD3_ORC","C002_L.3_ORC","C002_L.44_ORC","C002_L.92_ORC","C002_R.1_ORC","C002_R.45_ORC","C002_R.82_ORC","C003_FD2_ORC","C003_FD3_ORC","C003_L.3_ORC","C003_L.44_ORC","C003_L.92_ORC","C003_R.1_ORC","C003_R.45_ORC","C003_R.82_ORC","C004_FD2_ORC","C004_FD3_ORC","C004_L.3_ORC","C004_L.44_ORC","C004_L.92_ORC","C004_R.1_ORC","C004_R.45_ORC","C004_R.82_ORC"
"Rathayibacter festucae",4,12,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,27,0,0,5,0,1,0,2,3,0,8,0,0
"Rathayibacter iranicus",2,0,10,26,0,46,1,16,17,0,11,6,17,1,6,21,4170,145,11,68,1,118,15,62,8,33,0,3,3,0,0,56
"Rathayibacter oskolensis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,19,17,0,0,0,5,0,0,0,8
"Rathayibacter rathayi",2,30,44,132,1,182,2,9,86,6,15,2,4,5,0,10,29,7,49,92,5,271,254,59,0,42,0,4,4,64,1,213
"Rathayibacter tanaceti",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,5,0,0,0,0
"Rathayibacter toxicus",1,0,0,26,1,0,0,9,5,0,0,0,0,0,1,4,2,0,1,0,0,48,569,0,0,4,0,2,0,0,0,10
"Rathayibacter tritici",1,0,0,32,3,37,0,7,11,0,0,3,2,0,0,7,20,0,15,44,3,4,110,79,2,10,0,0,1,10,1,54
"Reinekea forsetii",0,32,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,6,0,1,0,0,0,0,0,0,1,0,0,8,0,0
"Renibacterium salmoninarum",1,1,7,1,0,1,1,5,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,1,0,0,3,0,0,0
"Rheinheimera mangrovi",0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0
"Rheinheimera sp. D18",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rheinheimera sp. F8",0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
"Rheinheimera sp. MM224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rheinheimera sp. MMS21-TC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhinovirus C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,0,0,0,8,0,0
"Rhizobacter sp. AJA081-3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium acidisoli",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Rhizobium anhuiense",0,22,0,23,0,27,1,0,0,3,3,0,4,2,0,1,9,34,0,0,0,0,4,0,0,0,0,0,0,9,0,0
"Rhizobium bangladeshense",0,16,8,0,0,0,0,0,1,1,0,1,0,0,0,1,3,0,8,63,0,0,0,7,0,0,0,3,1,0,0,0
"Rhizobium binae",0,15,0,23,0,0,0,7,0,0,4,0,1,0,0,2,4,0,0,27,0,0,11,44,0,7,1,0,2,4,0,0
"Rhizobium brockwellii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium croatiense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium daejeonense",2,19,8,18,0,0,0,10,1,2,4,3,0,4,0,8,14,2,0,85,2,3,1,110,1,10,2,2,1,8,0,39
"Rhizobium etli",1,18,7,0,0,28,0,0,1,0,0,0,0,0,0,0,7,1,0,1,0,1,1,0,3,1,0,3,0,0,0,0
"Rhizobium favelukesii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium gallicum",2,11,3,11,0,1,0,1,11,1,2,0,7,1,0,25,11,18,114,12,0,8,4,11,0,0,1,1,1,1,1,9
"Rhizobium grahamii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium hidalgonense",0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rhizobium indicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium indigoferae",2,20,5,6,1,3,0,2,22,0,0,2,0,0,0,1,2,3,39,0,0,62,12,15,4,6,0,2,1,0,0,14
"Rhizobium jaguaris",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium johnstonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium laguerreae",0,0,0,0,0,6,0,0,7,0,7,0,0,2,0,0,6,1,2,1,0,0,5,21,0,0,0,2,0,6,0,5
"Rhizobium leguminosarum",1,23,4,0,1,1,6,2,99,0,6,5,1,4,0,3,22,5,0,0,1,0,1,1,0,9,7,0,1,8,1,6
"Rhizobium lentis",0,0,0,19,0,0,0,0,0,1,3,0,0,2,1,1,0,1,0,0,0,0,0,66,1,0,0,0,0,0,1,5
"Rhizobium lusitanum",1,15,4,0,0,0,0,0,0,1,2,0,0,1,0,1,1,2,0,32,0,0,2,0,2,0,0,1,1,0,0,0
"Rhizobium oryzihabitans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium phaseoli",1,0,0,0,0,0,0,4,0,0,0,15,0,9,0,8,6,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0
"Rhizobium rhizogenes",14,13,17,15,21,41,7,1,6,0,11,1,12,5,1,1,8,15,15,25,6,38,7,2,5,44,19,18,4,21,5,28
"Rhizobium rhizoryzae",0,12,0,35,0,0,1,3,13,2,4,0,4,0,0,0,31,127,28,41,1,19,12,41,0,18,0,2,7,0,0,0
"Rhizobium rhododendri",0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,7,0,11,0,0,4,47,0,0,0,25,0,0,0,0
"Rhizobium rosettiformans",0,49,3,0,1,0,0,1,0,0,0,1,0,0,2,0,6,3,0,22,0,1,0,0,2,14,2,5,0,0,1,4
"Rhizobium ruizarguesonis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium sullae",4,0,0,0,2,0,0,4,9,0,2,0,0,1,5,0,6,0,1,0,4,0,6,1,15,2,4,4,5,0,1,1
"Rhizobium tropici",256,246,355,78,427,143,679,106,194,147,468,246,628,229,104,135,269,356,330,130,391,247,284,155,224,470,696,213,243,109,686,382
"Rhizobium tumorigenes",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizorhabdus dicambivorans",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
"Rhizorhabdus phycosphaerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0
"Rhizorhabdus wittichii",1,36,8,11,0,31,1,0,0,0,6,1,0,6,6,7,88,327,0,1,0,59,12,0,2,10,1,0,21,0,0,36
"Rhodanobacter denitrificans",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,46,0,0,11,0,0,8,1,2,0,0,0,68
"Rhodanobacter glycinis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Rhodanobacter sp. AS-Z3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodanobacter sp. FDAARGOS 1247",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,22
"Rhodanobacter thiooxydans",0,19,0,0,0,0,0,0,0,0,3,0,4,0,0,3,12,25,5,0,1,0,0,0,0,0,0,0,0,2,0,6
"Rhodobacter capsulatus",10,41,19,0,12,0,14,1,10,0,5,9,7,1,1,6,31,21,10,1,4,14,7,1,9,5,15,1,3,0,5,10
"Rhodobacter sp. CZR27",0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodobacter xanthinilyticus",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,2,0,0,0,0,0,28
"Rhodococcus aetherivorans",6,0,0,0,1,0,0,1,9,6,4,0,0,2,3,6,0,20,55,107,0,29,9,13,3,0,0,20,1,0,0,9
"Rhodococcus antarcticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodococcus coprophilus",1,15,6,35,2,23,0,0,46,2,0,6,1,0,3,4,12,1,0,23,0,2,76,0,1,17,1,3,1,7,0,64
"Rhodococcus fascians",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0
"Rhodococcus globerulus",3,17,8,0,0,96,1,0,5,0,0,2,0,0,0,4,2,2,8,0,0,1,20,23,0,0,0,4,0,19,0,19
"Rhodococcus gordoniae",3,10,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,58,63,9,0,0,0,0,0,0,0,0
"Rhodococcus kroppenstedtii",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19,0,13,0,0,0,0,0,5
"Rhodococcus opacus",3,0,2,0,10,0,4,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodococcus oxybenzonivorans",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,19
"Rhodococcus pseudokoreensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodococcus pyridinivorans",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,2,0,0,9,1,0
"Rhodococcus rhodochrous",46,30,12,23,54,38,27,11,127,79,33,25,14,165,21,55,48,120,28,78,7,21,6,109,22,29,46,135,10,39,24,25
"Rhodococcus ruber",7,20,0,0,0,17,2,0,18,0,0,0,3,3,0,0,0,10,11,0,1,0,1,0,0,0,0,0,0,0,0,0
"Rhodococcus sovatensis",0,0,9,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0
"Rhodococcus triatomae",0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,24,8,15,1,1,0,0,0,0,0,1
"Rhodoferax antarcticus",27,1,6,23,5,0,12,13,5,1,8,0,0,1,2,8,36,44,42,5,42,5,7,32,18,18,18,16,6,24,2,2
"Rhodoferax aquaticus",0,0,0,0,2,0,0,2,0,3,12,1,1,5,2,7,0,5,0,0,0,20,36,0,4,0,34,66,0,0,1,7
"Rhodoferax ferrireducens",1,8,0,39,1,35,0,0,0,0,0,0,0,2,4,4,3,15,5,0,7,0,3,0,0,0,0,11,3,4,0,10
"Rhodoferax koreense",0,0,8,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Rhodoferax mekongensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodoferax saidenbachensis",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,47,0,7
"Rhodoferax sediminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,1,5,0,0,5,9,0,9
"Rhodoferax sp. AJA081-3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodoferax sp. BAB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodoferax sp. GW822-FHT02A01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodoferax sp. PAMC 29310",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rhodoligotrophos sp. CJ14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Rhodomicrobium lacus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodomicrobium vannielii",5,2,3,0,3,3,1,0,1,0,1,1,2,12,3,0,2,2,1,3,1,2,4,3,0,12,4,3,4,2,3,1
"Rhodophyticola sp. CCM32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodopirellula baltica",2,89,41,140,6,89,3,35,21,6,11,0,4,5,0,17,56,6,29,204,3,208,50,236,10,23,9,18,0,32,1,23
"Rhodoplanes serenus",4,0,1,0,0,1,2,0,0,3,0,0,1,32,0,2,0,0,1,0,1,1,1,0,2,3,3,0,18,3,3,3
"Rhodoplanes sp. Z2-YC6860",0,2,0,0,0,0,0,9,7,1,0,0,0,1,0,0,0,0,0,23,0,0,0,6,0,0,0,0,2,0,0,35
"Rhodopseudomonas boonkerdii",0,10,6,23,0,0,0,0,6,0,3,0,1,3,0,1,4,19,26,23,0,83,37,1,0,15,2,2,0,10,0,9
"Rhodopseudomonas palustris",5,8,1,1,0,0,1,0,0,0,1,5,0,4,1,2,4,1,5,0,0,2,0,2,2,2,2,2,1,0,0,0
"Rhodopseudomonas sp. BAL398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
"Rhodopseudomonas sp. P2A-2r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodospirillum centenum",55,55,159,123,110,763,198,1292,50,168,30,7,26,128,120,140,15,4,0,531,5,82,920,130,3,29,14,20,6,10,4,3
"Rhodospirillum rubrum",2,5,3,0,4,4,3,1,0,5,32,1,5,11,2,1,8,3,1,6,11,10,6,9,4,8,15,4,6,3,13,0
"Rhodovastum atsumiense",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,1
"Rhodovulum sp. MB263",0,138,0,0,0,0,0,10,3,0,0,0,0,1,0,6,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Rhodovulum sp. P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodovulum sulfidophilum",4,2,8,18,1,0,0,3,1,6,2,1,1,3,1,1,3,0,0,22,1,22,0,0,0,0,1,2,3,0,1,10
"Rickettsiales endosymbiont of Stachyamoeba lipophora",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,33,0,0,0,0,0,16,0,0
"Rickettsiella endosymbiont of Aleochara curtula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rickettsiella endosymbiont of Dermanyssus gallinae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rickettsiella endosymbiont of Rhagonycha lignosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rickettsiella endosymbiont of Xylota segnis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rippkaea orientalis",0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rivularia sp. PCC 7116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robbsia andropogonis",73,450,142,305,159,901,43,564,255,657,396,58,10,404,579,1947,3,3,6,93,1,34,156,46,161,43,120,263,69,1082,369,378
"Rockefellervirus CNPH82",0,0,14,0,0,0,0,0,14,0,0,0,1,1,0,0,0,0,0,0,0,0,28,0,4,0,0,3,0,1,0,0
"Rockefellervirus IME134801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,2
"Rockefellervirus IPLA5",0,31,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8,51,0,0,1,0,0,0,0,14
"Rockefellervirus PH15",0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentibacter caecimuris",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,43
"Rodentibacter haemolyticus",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Romboutsia hominis",0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,3,3,4,31,0,0,4,0,0,0,0,0,0,0,0,8
"Romboutsia ilealis",0,7,5,22,1,32,2,1,38,0,0,1,2,0,0,3,4,0,14,54,0,58,1,45,1,0,0,4,0,6,0,9
"Roseateles amylovorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseateles depolymerans",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Roseateles sp. DAIF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Roseateles sp. SL47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseateles sp. XES5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Roseburia hominis",0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"Roseburia intestinalis",4,0,17,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,10,0,0,0,10,0,0,2,0,2,0,0,0,14
"Roseburia rectibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseibacterium elongatum",1,73,13,61,0,50,4,35,10,1,1,3,11,0,4,0,24,3,19,35,0,75,14,35,6,39,1,6,1,7,0,18
"Roseibium aggregatum",2,2,0,8,0,0,0,2,1,0,1,3,0,7,2,1,0,1,0,0,0,0,9,0,1,0,0,1,0,2,0,0
"Roseibium alexandrii",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Roseibium porphyridii",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Roseibium sp. Sym1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Roseicitreum antarcticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseicyclus marinus",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,1
"Roseiflexus castenholzii",3,22,19,20,1,0,0,0,0,3,1,0,0,3,0,1,16,9,0,0,0,48,14,30,0,7,0,1,0,0,0,254
"Roseimaritima multifibrata",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,2,2,0,2,0,0,0
"Roseimaritima ulvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,12
"Roseinatronobacter sp. S2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseitalea porphyridii",0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseivivax marinus",0,6,0,0,0,22,0,2,0,1,0,0,0,0,0,1,0,7,3,0,0,48,1,0,0,9,0,6,0,11,0,0
"Roseivivax sp. THAF197b",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseivivax sp. THAF30",0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseivivax sp. THAF40",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
"Rosenblumvirus CSA13",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseobacter denitrificans",2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Roseobacter litoralis",803,972,180,718,1169,1023,152,244,43,49,214,32,0,188,173,280,900,1802,161,743,1740,387,112,1304,1526,1268,564,1494,559,1621,147,1858
"Roseobacter ponti",0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Roseococcus microcysteis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
"Roseomonas fluvialis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
"Roseomonas gilardii",3,69,12,10,0,52,1,11,0,2,0,1,3,0,3,1,3,1,20,107,0,14,15,87,3,7,1,4,0,19,0,5
"Roseomonas haemaphysalidis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseomonas marmotae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,62,0,0,0,0,0,9,2,5,0,9
"Roseomonas mucosa",640,2529,3651,1287,1050,1733,319,800,7,4,2,10,2,39,81,152,94,19,29,61,8,633,1162,245,59,29,35,280,9,59,78,68
"Roseomonas sp. FDAARGOS_362",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,15,0,37,0,0,0,19,0,0,0,0,0,0,0,0
"Roseomonas sp. OT10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseovarius faecimaris",0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,68,0,34,16,0,0,0,0,0,0,0,0,17
"Roseovarius indicus",0,18,0,0,0,2,2,1,12,0,3,1,0,0,0,8,2,6,0,6,1,56,20,18,0,0,1,0,4,1,0,0
"Roseovarius mucosus",36,63,90,21,23,563,5,57,0,0,0,0,0,4,1,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1
"Roseovarius pacificus",0,0,0,22,0,25,0,0,0,2,0,0,0,0,0,3,0,0,7,0,0,20,7,0,0,0,0,1,0,0,0,0
"Roseovarius pelagicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseovarius Plymouth podovirus 1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,0,0,47,1,0,3,36,0,0,0,0,0,0,0,0
"Roseovarius sp. Pro17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"Roseovarius sp. S88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseovarius sp. SCSIO 43702",0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Roseovarius sp. THAF27",0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,5,1,0,28,0,0,14,0,0,0,0,0,0,0,0,0
"Roseovarius sp. THAF8",0,0,0,19,0,51,0,7,5,0,0,0,0,2,0,53,0,0,5,0,0,0,12,58,0,0,0,0,0,0,0,6
"Roseovarius sp. THAF9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0
"Roseovarius sp. TM1035",0,8,1,0,26,39,2,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15
"Roseovarius sp. W115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseovarius tolerans",11,8,0,0,2,0,1,1,15,0,12,0,0,5,0,0,9,0,0,1,3,7,6,0,2,0,8,1,1,8,0,0
"Rosistilla oblonga",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Rossellomorea aquimaris",429,471,52,23,75,151,945,5,29,6,7,22,4,10,0,3,224,20,26,176,12,46,8,42,8,2,16,12,5,32,8,57
"Rossellomorea marisflavi",1111,1676,1017,30,8,1550,4471,36,1,3,1,0,0,1,0,1,0,16,4,17,1,17,4,10,0,1,0,0,0,0,0,24
"Rossellomorea vietnamensis",8,0,2,0,0,0,0,0,1,4,2,1,0,2,1,0,0,2,0,2,1,1,0,0,0,0,2,0,0,2,1,0
"Rotavirus D",0,8,10,0,1,0,0,0,0,0,0,2,0,0,0,2,4,3,0,0,1,3,6,0,0,3,0,0,0,0,0,10
"Rothia aeria",1,0,0,0,1,0,2,0,1,0,0,2,0,0,0,4,0,1,5,0,0,0,16,0,0,0,0,0,0,0,0,0
