KO	C001_FD2_ORC.quant	C001_FD3_ORC.quant	C001_L-3_ORC.quant	C001_L-44_ORC.quant	C001_L-92_ORC.quant	C001_R+1_ORC.quant	C001_R+45_ORC.quant	C001_R+82_ORC.quant	C002_FD2_ORC.quant	C002_FD3_ORC.quant	C002_L-3_ORC.quant	C002_L-44_ORC.quant	C002_L-92_ORC.quant	C002_R+1_ORC.quant	C002_R+45_ORC.quant	C002_R+82_ORC.quant	C003_FD2_ORC.quant	C003_FD3_ORC.quant	C003_L-3_ORC.quant	C003_L-44_ORC.quant	C003_L-92_ORC.quant	C003_R+1_ORC.quant	C003_R+45_ORC.quant	C003_R+82_ORC.quant	C004_FD2_ORC.quant	C004_FD3_ORC.quant	C004_L-3_ORC.quant	C004_L-44_ORC.quant	C004_L-92_ORC.quant	C004_R+1_ORC.quant	C004_R+45_ORC.quant	C004_R+82_ORC.quant
K00001	11.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	17.0	0.0	0.0	0.0	2.0
K00002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00003	15.532	0.0	0.0	0.0	1.0	24.0	0.0	11.0	0.0	3.0	0.0	0.0	11.0	1.0	2.0	1.0	0.0	17.0	0.0	0.0	0.0	0.0	35.0	20.0	0.0	0.0	0.0	6.0	7.0	32.0	5.0	4.0
K00004	50.171	39.571	31.0	3.0	1179.0	34.129	71.926	21.58	29.0	130.0	27.0	17.169	94.0	57.0	20.0	103.002	34.0	78.0	11.0	1.002	37.0	29.0	48.0	22.0	265.716	102.621	242.767	94.244	129.0	19.0	152.724	113.337
K00005	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
K00008	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	24.0	0.0	0.0	0.0	2.0
K00009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	2.0	3.0	0.0	3.0	0.0
K00010	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00012	4.0	1.0	0.0	0.0	4.0	0.0	38.0	6.0	0.0	1.0	4.0	39.0	33.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
K00013	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	20.0	4.0	0.0	0.0	0.0	0.0	0.0	7.0	4.6	0.0	0.0	0.0	0.0
K00014	31.328	14.0	7.346	24.0	38.757999999999996	0.0	40.733	2.0	4.0	37.836	14.678	6.7780000000000005	10.08	28.556	9.440999999999999	27.536	12.0	16.0	22.0	33.0	29.0	37.0	4.632	0.0	35.602000000000004	91.416	43.312	36.829	18.963	16.0	9.286	6.391
K00015	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00016	872.758	0.0	2.0	0.0	12.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	3.0	3.0
K00018	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
K00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00020	59.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00021	38.38	0.0	11.0	0.0	7.0	16.0	1.0	0.0	7.0	1.0	5.4719999999999995	4.0	0.0	1.0	0.0	4.226	26.0	12.916	10.0	10.0	9.83	0.0	24.0	11.0	64.792	45.0	107.0	66.0	13.0	13.0	15.0	22.0
K00024	9.383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
K00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00027	44.397999999999996	0.0	25.0	0.0	1.0	0.0	1.0	4.0	0.0	0.0	3.0	1.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	38.0	58.0	0.0	3.0	0.0	8.0	22.0	0.0	0.0	0.0	0.0
K00029	10.0	0.0	25.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	3.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	38.0	42.0	0.0	3.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0
K00030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00031	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
K00033	255.176	229.35	34.079	0.0	25.391	12.0	104.71799999999999	65.0	80.075	80.086	55.309	100.0	73.203	102.313	191.891	301.174	426.484	442.261	159.932	33.349	108.615	54.922	155.804	0.0	102.512	34.946	83.396	143.99499999999998	86.819	77.885	72.67099999999999	24.11
K00036	27.756999999999998	0.0	0.0	0.0	3.0	0.0	3.0	4.0	0.0	2.0	17.0	1.0	1.0	0.0	7.0	7.0	48.0	193.0	12.0	0.0	33.0	0.0	1.0	0.0	15.931	6.0	15.0	2.0	7.617	10.0	10.0	5.0
K00040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00042	59.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	9.0	0.0	0.0	54.0	0.0	0.0	1.0	7.0
K00052	1.776	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
K00053	66.39	46.608	129.069	9.0	490.06	29.429	46.948	204.865	85.788	207.308	69.845	21.026	218.008	473.24399999999997	111.555	153.458	25.297	17.551000000000002	7.392	174.962	18.308	31.664	114.2	68.668	173.424	133.489	152.014	298.332	244.904	248.732	300.699	163.729
K00054	74.38	1.0	11.0	0.0	7.0	16.0	3.0	1.0	3.0	2.0	10.472	4.0	3.0	2.0	1.0	4.226	26.0	14.916	10.0	11.0	9.83	0.0	42.0	11.0	125.792	58.0	173.0	114.0	32.0	25.494	25.131999999999998	56.0
K00057	76.215	0.0	11.0	10.0	22.0	0.0	24.0	12.0	12.0	12.0	2.249	5.0	1.0	36.0	24.0	40.97	21.0	24.0	31.384	0.0	5.0	26.0	21.847	0.0	61.0	38.0	61.381	84.98400000000001	36.558	9.0	55.0	14.971
K00058	19.366	0.0	3.0	0.0	2.0	10.0	0.0	0.0	0.0	3.0	1.0	0.0	1.162	0.0	8.164	0.0	2.0	0.0	0.0	31.0	8.0	60.0	33.0	0.0	5.0	0.0	18.0	25.0	5.0	0.0	18.0	0.0
K00059	13.0	31.0	0.0	0.0	15.642	0.0	24.459	5.213	12.0	16.011	6.0	2.0	4.497	14.688	1.0	15.0	0.0	2.069	0.0	32.0	0.0	0.0	0.0	15.0	17.0	2.0	67.501	13.0	5.042	0.0	9.0	13.553
K00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00067	93.464	112.0	20.36	12.0	83.0	29.0	89.362	25.506999999999998	0.0	4.0	17.0	8.0	103.0	33.0	3.0	77.535	0.0	1.0	0.0	40.0	1.0	32.0	34.0	10.0	57.0	15.0	52.857	37.17	51.193	40.702	41.441	35.939
K00070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00073	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
K00075	19.851	5.0	0.0	0.0	16.157	18.0	3.034	34.0	0.0	2.0	16.0	3.0	29.455	19.0	3.0	17.455	19.0	56.172	33.0	51.0	41.0	66.14399999999999	40.0	11.0	12.481	5.069	7.0	103.929	22.112000000000002	68.0	6.0	11.042
K00077	10.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	7.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	7.0	12.0	1.0	0.0	2.0	1.0
K00082	0.0	17.0	0.0	0.0	5.0	0.0	176.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.0	24.0	197.0	60.0	27.0	0.0	12.0	36.0
K00087	1.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0
K00088	349.898	562.911	38.035	14.767	519.672	165.924	204.789	37.905	181.0	526.7489999999999	198.255	43.692	208.975	253.937	126.273	200.04899999999998	110.85999999999999	123.487	26.619	80.213	84.184	56.825	130.697	55.314	316.055	227.845	369.229	370.909	112.649	78.85300000000001	196.62199999999999	207.861
K00090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00097	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	6.0	3.0	0.0	0.0	1.0	0.0	2.0	4.0	6.0	4.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
K00099	7.0	0.0	0.0	0.0	6.0	0.0	0.0	35.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	12.0	0.0	7.0	0.0	0.0
K00100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
K00105	1326.791	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
K00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00108	3.536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0
K00111	1337.791	0.0	9.0	0.0	15.0	20.0	29.0	31.136	10.0	2.0	12.0	0.0	5.0	24.357	9.504999999999999	42.0	7.585	98.246	25.0	54.128	101.0	79.0	66.0	81.0	60.373	40.0	22.0	22.0	99.768	34.0	18.0	13.0
K00112	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00113	3.0	0.0	0.0	0.0	1.0	0.0	5.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	17.0	118.0	14.0	0.0	44.622	0.0	0.0	0.0	8.533	1.0	7.0	3.0	2.131	1.037	1.0	0.0
K00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00116	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00121	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00123	153.583	0.0	46.0	42.0	15.627	36.0	10.0	23.018	5.0	3.0	8.002	20.0	152.0	7.15	2.0	1.0	145.35899999999998	590.932	9.0	9.0	23.613	23.295	8.0	18.0	176.265	30.0	109.381	91.519	231.546	235.0	36.0	45.268
K00124	34.803	0.0	8.0	0.0	18.234	24.0	7.794	49.52	0.0	0.0	87.666	2.0	0.0	15.513	6.0	21.0	46.829	217.0	45.185	0.0	78.0	92.0	27.0	32.0	60.0	19.0	46.982	47.592	30.0	61.0	10.623000000000001	8.025
K00127	2.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	35.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	9.0	3.0	0.0	3.0	16.0	17.0	3.0	0.0
K00128	10.535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.250999999999998	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
K00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00131	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00133	36.459999999999994	16.851	140.901	20.0	9.0	47.0	1.0	22.0	20.0	1.0	7.0	37.0	137.0	5.0	10.0	2.0	0.0	0.0	1.0	16.0	2.0	0.0	36.0	0.0	76.935	24.543	2.0	63.797	82.0	75.864	26.0	19.656
K00134	927.998	0.0	0.0	15.0	12.455	1.0	0.0	0.0	0.0	5.0	17.0	0.0	1.0	47.0	8.411999999999999	24.51	0.0	1.0	0.0	16.0	1.125	108.0	63.484	0.0	35.062	8.831	15.583	70.33	6.853	3.0	35.903	5.0
K00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
K00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
K00140	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00147	36.981	2.0	12.0	0.0	46.928	0.0	97.341	20.0	2.878	36.806	22.0	11.838	22.789	25.298	2.161	47.813	35.0	35.552	32.0	33.0	14.267	0.0	31.858	0.0	21.578	34.0	40.485	28.649	2.155	2.156	23.327	23.0
K00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
K00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00156	1619.761	24.0	1.268	0.0	23.035999999999998	19.119	19.669	0.0	27.068	22.767999999999997	4.0	6.3469999999999995	4.659	16.759	7.842	8.825	43.583	29.67	31.919	0.0	9.233	0.0	22.922	8.0	7.339	5.386	13.106	4.567	3.078	0.0	2.292	6.538
K00158	1619.761	24.0	1.268	0.0	23.035999999999998	19.119	19.669	0.0	27.068	22.767999999999997	4.0	6.3469999999999995	4.659	16.759	7.842	8.825	43.583	29.67	31.919	0.0	9.233	0.0	22.922	8.0	7.339	5.386	13.106	4.567	3.078	0.0	2.292	6.538
K00161	11.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	8.0	1.0	0.0	13.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	27.0	6.0	0.0	2.0	12.0	1.0	0.0	1.0	0.0
K00162	333.866	261.48	53.044	28.0	104.702	54.964	191.87800000000001	43.283	245.778	312.642	215.398	231.034	30.813000000000002	302.993	212.51999999999998	657.199	304.193	391.583	96.394	131.0	49.078	129.06900000000002	271.525	148.0	190.392	159.775	243.746	375.857	101.237	21.832	93.702	87.83500000000001
K00163	9.0	0.0	5.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00164	13.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
K00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00174	26.119	0.0	35.0	0.0	29.0	43.0	6.0	25.0	0.0	0.0	23.0	1.0	0.0	3.0	0.0	8.0	1.0	0.0	0.0	0.0	4.0	0.0	23.0	28.0	6.0	0.0	10.0	44.0	3.0	0.0	1.0	0.0
K00175	34.144	14.0	5.0	0.0	12.962	0.0	5.017	0.0	0.0	0.0	6.262	0.0	0.0	2.0	0.0	0.0	1.018	2.007	6.0	0.0	5.095	0.0	12.0	20.0	77.417	21.0	93.0	73.0	50.95	14.0	10.809	18.0
