ID,Group,Streptococcus sp. Marseille-Q6470,Streptococcus sp. oral taxon 061,Streptococcus sp. oral taxon 431,Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,Streptococcus sp. NPS 308,Streptococcus sp. 116-D4,Streptococcus sp. SP4011,Streptococcus sp. A12,Streptococcus sp. 1643,Streptococcus sp. D7B5,Streptococcus sp. FSL W8-0197,Streptococcus sp. oral taxon 064,Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,Streptococcus mitis,Streptococcus mitis B6,Streptococcus pneumoniae,Streptococcus ilei,Streptococcus sanguinis,Streptococcus sanguinis SK36,Streptococcus rubneri,Streptococcus anginosus group,Streptococcus anginosus subsp. whileyi><wbr>Streptococcus anginosus subsp. whileyi MAS624,Streptococcus australis,Streptococcus koreensis,Streptococcus gwangjuense,Streptococcus toyakuensis,Streptococcus pseudopneumoniae IS7493,Streptococcus thermophilus,Streptococcus milleri,Streptococcus ferus,Streptococcus himalayensis,Streptococcus parauberis,Granulicatella elegans,Abiotrophia><wbr>Abiotrophia defectiva,Abiotrophia defectiva ATCC 49176,Gemella sanguinis,Gemella haemolysans,Gemella morbillorum,Blautia sp. SC05B48,Actinomyces,Actinomyces sp. oral taxon 171><wbr>Actinomyces sp. oral taxon 171 str. F0337,Rothia mucilaginosa,Rothia mucilaginosa DY-18,Rothia aeria,Rothia dentocariosa,Corynebacterium durum,Alistipes communis,Citrobacter arsenatis,Escherichia coli O157:H7,Enterobacter chuandaensis,unclassified Enterobacter,Enterobacter sp. T2,unclassified Leclercia,Leclercia adecarboxylata,Kosakonia,Kosakonia radicincitans,Cronobacter,[Enterobacter] lignolyticus,Pseudescherichia><wbr>Pseudescherichia vulneris,Franconibacter><wbr>Franconibacter daqui,Cedecea,Cedecea neteri,Buttiauxella,Shigella flexneri,Serratia marcescens,Cardiobacterium hominis,Fusobacterium pseudoperiodonticum,Fusobacterium periodonticum,Fusobacterium hwasookii,Treponema putidum,Aliceevansviridae,Lactococcus piscium><wbr>Lactococcus piscium MKFS47,Enterobacter sp. RHBSTW-00994,Leclercia pneumoniae,Shigella dysenteriae,Shimwellia><wbr>Shimwellia blattae,Escherichia coli O157:H7 str. EDL933,Escherichia coli O158:H23,Escherichia coli O157:H16,Escherichia coli VR50,Escherichia coli O44:H18><wbr>Escherichia coli 042,Escherichia coli O8:H8,Escherichia coli O2:K1:H4,Escherichia coli O78:H4,Escherichia coli O150:H6,Escherichia coli O6:H16,Escherichia coli O85:H1,Enterobacter cloacae complex sp. R_G8,Enterobacter wuhouensis,Shigella sonnei,Kosakonia sp. BYX6,Kosakonia pseudosacchari,Jejubacter><wbr>Jejubacter calystegiae,Enterobacter chengduensis,Escherichia coli ATCC 8739,Escherichia coli O99:H6,Escherichia sp. SCLE84,Citrobacter gillenii,Leclercia sp. W6
ERR589821,2,0.593865031,0.470921805,0.692368724,0.56815042,0.294560789,0.307246039,0.697169983,0.999713315,-0.62985749,-0.55040232,-0.269824608,-0.969730615,-0.228290449,1.271340604,0.561452634,1.365150808,1.547791219,1.251161146,0.319566512,1.257055927,-0.228290449,0.635183297,1.250168206,1.26092716,0.386811034,0.770689953,0.444742667,1.736385464,-0.55040232,-0.154380689,-0.969730615,-0.55040232,0.90441643,0.909836994,1.193879829,1.449206918,1.227521569,0.851590648,2.404833335,1.092604315,-0.269824608,0.635183297,-0.62985749,-0.033595954,-0.007646675,0.770689953,2.081896323,0.04029377,0.917817681,-1.145669048,-0.269824608,-0.83327409,-1.388899018,1.200888595,0.062523662,-1.769159554,-0.722561325,-0.62985749,-0.154380689,-0.269824608,-1.388899018,0.426316494,-0.969730615,1.077927816,0.294560789,-0.269824608,0.952874704,-1.145669048,-0.722561325,-0.62985749,0.103989876,-0.969730615,-0.62985749,1.318886343,1.066061151,-0.83327409,0.815093787,0.209485733,0.103989876,-0.83327409,-1.145669048,-0.55040232,-0.969730615,-1.388899018,-0.722561325,-0.83327409,-1.145669048,-2.557475708,-0.55040232,0.386811034,-0.969730615,-0.969730615,0.062523662,-0.83327409,-1.145669048,-1.388899018,-0.969730615,-2.557475708,-1.769159554
ERR589825,2,1.092537975,1.017873338,1.040407479,0.935667002,0.725459884,0.600384334,0.498133626,1.484797932,0.315732839,0.296480762,0.246047422,-0.061021787,0.889117056,1.083068302,0.296480762,0.925773277,1.801131393,1.570257489,1.113640002,1.62746107,0.510913492,-0.413240857,1.564584329,1.709051616,0.491512852,0.405856813,0.303038135,1.264716697,0.204071706,-0.319168094,0.027927024,0.11033444,0.221558877,0.261340481,0.229942155,0.922780407,0.356286445,0.431930315,1.943043143,0.914187529,0.66181804,1.312669741,0.734881752,0.586622842,0.688587248,0.875492689,1.838119167,-1.016768562,-0.004882422,-0.041257329,-0.181393268,-0.181393268,-0.537156348,0.455792705,0.155473743,-0.616844462,-0.319168094,-0.715062253,0.90461201,0.35082667,-1.857879099,0.289775464,-1.016768562,0.275895056,0.414817425,0.66181804,-0.211288455,-1.857879099,-1.29047002,0.57458102,-1.857879099,-0.470430583,-0.616844462,-0.211288455,0.11033444,-0.616844462,-0.319168094,-1.016768562,-1.016768562,-1.016768562,-1.29047002,-1.857879099,-1.29047002,-1.857879099,-1.29047002,-0.841698075,-1.857879099,-1.29047002,-0.537156348,-0.470430583,-1.29047002,-1.29047002,-0.537156348,-0.715062253,-1.016768562,-1.29047002,-1.29047002,-1.857879099,-1.857879099
ERR589826,2,0.78450781,0.708673915,0.673071297,0.619311199,0.371137226,0.371137226,0.885871818,0.44708414,-0.19054402,-0.19054402,-1.055748576,-0.19054402,-0.307218516,1.160923037,0.423382931,0.99393381,0.996344185,1.096438935,0.04631191,0.885871818,0.640422341,-2.098942642,0.666775099,0.831138753,0.520072616,0.326820523,-0.019667691,1.028312036,0.199251297,-0.838616005,-0.307218516,0.44708414,0.702983012,0.220098742,0.103608752,1.467732303,1.129584344,0.932870428,2.173718296,1.290226417,0.697198988,1.123233883,0.04631191,0.276960564,0.52943638,1.055368408,2.545613876,0.075909832,1.106760809,-0.307218516,-0.460905694,-1.055748576,-2.098942642,0.342149931,0.581152229,0.52943638,-0.19054402,0.220098742,0.014556943,-0.681554914,-0.838616005,0.573019395,-0.559739514,0.979079715,1.138870514,-0.307218516,0.94715478,-2.098942642,-1.395208996,0.177302074,-2.098942642,-1.395208996,-0.307218516,-0.559739514,0.78450781,-0.245325322,0.239943474,0.04631191,-0.460905694,0.751159501,-2.098942642,-2.098942642,-2.098942642,-1.055748576,-1.055748576,-0.838616005,-0.681554914,-1.395208996,0.220098742,0.458408324,-1.055748576,-1.395208996,-0.056745435,-0.460905694,-0.307218516,-0.245325322,-2.098942642,-0.245325322,-2.098942642
ERR589828,2,1.222687898,1.05167681,0.825940032,0.830595213,0.917851727,0.825940032,0.713529493,1.060038052,0.206187649,0.391046305,0.498767778,0.140757627,0.669859813,1.49743349,0.763578114,1.157361693,1.577403219,1.506489594,0.956255394,1.328780863,0.015638775,-1.549585014,1.131874187,1.388288555,0.937700202,0.896528347,0.669859813,1.393336694,0.103315609,-0.352720394,-0.95534119,0.103315609,0.661952902,0.286894821,0.310284227,1.440030654,1.176634247,1.092946729,2.29817426,1.217080048,0.4712868,0.7858308,-0.249857543,0.015638775,0.408650217,0.940878135,1.978920409,-0.95534119,0.441391021,-0.249857543,-0.485345263,-0.352720394,-1.549585014,0.332251915,-1.549585014,-0.352720394,-0.166400701,-0.95534119,-0.166400701,-0.95534119,-1.549585014,0.547784293,-1.549585014,0.590467292,-0.036624817,-0.166400701,0.569819669,-1.549585014,-0.95534119,0.685102724,-0.95534119,-0.95534119,-0.249857543,-0.249857543,0.558986269,-0.249857543,0.310284227,-0.668695441,-0.95534119,-0.95534119,-0.95534119,-0.95534119,-0.668695441,-0.95534119,-1.549585014,-1.549585014,-1.549585014,-1.549585014,-1.549585014,0.061896973,-0.95534119,-1.549585014,-0.668695441,-0.668695441,-0.95534119,-0.95534119,-1.549585014,-1.549585014,-0.95534119
ERR589830,2,0.874866347,0.718646163,0.798133347,0.75261427,0.858650652,0.441575246,0.437110982,0.933861929,0.146183915,0.404112745,0.569137986,0.135895634,0.091683479,1.122230256,0.494811646,1.012974774,1.581541177,1.18954809,0.505984411,1.342596798,1.125495688,-0.293335753,1.067874517,1.44007414,0.432587432,0.619451912,0.219613653,1.764894115,0.961071267,-0.23664038,-0.527705302,-0.015771761,0.494811646,0.156197179,0.273648512,0.969324798,0.639514076,0.616853359,1.834154961,0.680498466,-0.142001837,1.265410145,0.423356397,0.332966375,-0.031546494,0.338983964,2.435664464,-1.168974192,0.784721684,0.02807973,0.193756223,-1.719724383,-2.416070628,0.649090924,0.184717149,-0.893025189,-0.395311259,-0.395311259,0.942030127,-0.479170154,-1.719724383,0.165948918,-0.083006939,0.619451912,-0.395311259,-0.047974495,0.362073149,-2.416070628,-0.713340446,-0.065108319,-0.58191154,-0.527705302,-0.395311259,-0.101736824,0.787753786,-0.893025189,0.624586675,0.193756223,-0.264048533,-2.416070628,-0.083006939,-0.527705302,-1.383827427,-0.795228871,-0.713340446,-1.383827427,-1.383827427,-1.719724383,-1.168974192,0.450331661,-0.795228871,-1.719724383,-0.479170154,-0.795228871,-1.01356184,-0.324757374,-1.719724383,-2.416070628,-1.719724383
ERR589831,2,0.165438883,0.315160375,0.520971674,0.465826546,0.331012372,-0.246886069,-0.082978088,0.429279841,-0.868382267,-1.01889658,-1.212960237,-1.212960237,-0.412206726,1.08291613,0.013678924,0.69886108,1.309908483,1.192819565,0.013678924,1.160289459,0.042301504,-1.900682901,0.814432676,0.949800909,-0.119549087,0.095180787,-1.01889658,1.942290802,-0.296813687,-1.481247824,-1.900682901,0.361225056,0.560750176,0.186833916,0.227045523,0.67741737,0.945935631,0.751355992,2.535763909,1.136969827,0.245986439,1.080146473,-0.296813687,-0.412206726,-0.296813687,0.938093614,2.987667183,0.798135478,0.570172237,0.905134337,0.864611858,-0.644009635,0.560750176,2.074989673,0.769503357,-0.296813687,0.315160375,0.042301504,0.207347588,-0.479894145,-0.158785317,0.725903739,-0.479894145,1.029829896,0.551127532,-0.746263844,-0.201073051,-2.770211596,-1.481247824,0.331012372,-0.644009635,-0.868382267,0.207347588,1.689383718,0.864611858,-0.246886069,0.465826546,-0.246886069,-0.246886069,-1.01889658,-1.01889658,-0.746263844,-1.900682901,-1.212960237,-1.212960237,-1.481247824,-0.479894145,-1.481247824,0.892061795,0.281802951,-0.246886069,-0.868382267,-0.644009635,0.227045523,-1.481247824,-1.212960237,-1.481247824,-0.556368972,-0.119549087
ERR589835,2,-0.21310267,-0.178595123,-0.21310267,-0.55311591,-1.244820077,-0.804456182,0.602790725,-0.146301579,-2.71420635,-1.893739236,-1.893739236,-1.893739236,-1.497970023,0.479557222,-0.625275784,0.625786601,1.03489653,0.888876799,-0.55311591,0.737230151,-0.010488539,-1.893739236,0.131808177,0.761776462,-0.919684294,-0.625275784,-1.497970023,1.327691519,-1.497970023,-0.55311591,-1.497970023,1.213881525,0.584647013,0.45494422,0.565659764,0.926687882,0.631336923,0.304759581,2.399444338,0.510281306,-0.625275784,0.769626276,-0.804456182,-0.625275784,-0.380365435,0.487451995,2.709040928,1.038696268,1.243514823,0.034716394,1.345205289,0.614451825,1.069464734,2.243907549,0.668180865,-0.489247632,0.181612631,0.197079099,0.990227401,-0.250125066,-0.146301579,0.868435674,-0.087391807,1.457535116,0.419732237,-0.432061293,0.701909166,-1.06170611,-0.707971481,0.502809171,-2.71420635,-0.432061293,0.437702379,1.520474468,1.406537447,-0.55311591,1.114974301,0.479557222,0.410455541,0.012647984,-0.178595123,-0.55311591,-0.707971481,-0.55311591,-0.707971481,-0.250125066,-0.250125066,-0.919684294,0.856237201,0.874390182,-0.11597099,-0.087391807,-0.178595123,-0.625275784,-0.489247632,-0.707971481,-0.333254893,0.212036676,-0.489247632
ERR589836,2,0.901271927,1.000157868,0.728904286,0.797333164,0.241909456,0.443128351,0.760755653,0.760755653,-0.380376924,-0.115246403,-0.065570275,-0.896251126,-0.300912104,1.512556014,0.646649224,1.204924682,0.843494213,1.185446974,0.241909456,0.656638576,0.021238885,-2.308229245,0.855751363,0.78309916,0.636415071,0.426592982,0.312088316,1.621740081,-0.720291326,-0.473092018,-1.139510635,0.333294524,0.592787264,0.474451602,0.188494418,1.094878508,1.374265529,0.728904286,2.282111396,1.061245145,0.391558681,1.731555208,0.768341982,0.517600515,1.175294248,0.711992963,2.403124151,-0.23157148,0.615165447,-0.896251126,-0.583818228,-1.139510635,-0.720291326,0.956238354,0.128316977,-0.583818228,-0.380376924,-0.300912104,-0.170198501,-1.139510635,-0.583818228,0.675925328,-0.170198501,1.016389878,0.922178513,-0.115246403,0.685242305,-2.308229245,-0.896251126,0.241909456,-0.583818228,-0.896251126,-0.896251126,1.098078675,0.906605401,-0.380376924,0.474451602,-0.380376924,-0.170198501,-0.720291326,-1.139510635,-0.896251126,-1.139510635,-1.139510635,-2.308229245,-1.519817352,-1.139510635,-0.896251126,-0.020300317,0.159348829,-0.065570275,-1.139510635,-0.720291326,-1.139510635,-0.300912104,-2.308229245,-1.519817352,-2.308229245,-0.720291326
ERR589837,1,1.067052364,0.967355318,1.125839414,1.169264165,0.909638383,1.071014265,1.065909,1.10265465,0.635520511,0.606949455,0.543894944,0.331329796,0.35876396,1.717567717,1.185408677,1.451264444,1.284475461,1.254987187,0.469310914,1.167360488,0.014164584,-2.110366953,1.172654055,1.105120948,1.23874703,1.205833342,0.97640615,0.951843702,-0.71222894,-1.471129192,-0.292037839,0.331329796,1.256842618,0.407597045,0.69684709,1.200552249,1.120356678,0.954492682,1.784312876,0.301432593,-0.965546917,0.792163823,-0.376869528,0.429513477,-0.822880184,0.547557928,1.921337856,-0.547280434,0.707714032,-0.965546917,-0.822880184,-2.110366953,-2.110366953,-0.255333336,-0.022798231,-0.822880184,-0.332314827,-0.822880184,-0.376869528,-0.482851023,-0.71222894,-0.255333336,-0.965546917,0.999617628,-0.221653698,-0.547280434,0.063517777,-1.471129192,-1.16277969,-0.622453056,-0.622453056,-0.190565689,-0.332314827,-0.332314827,0.948270235,-0.622453056,0.69684709,0.133334672,0.120410748,-0.71222894,-0.71222894,-1.16277969,-0.822880184,-0.822880184,-0.822880184,-0.622453056,-1.16277969,-1.471129192,-0.965546917,0.496194059,-0.965546917,-1.471129192,-0.547280434,-2.110366953,-0.965546917,-0.822880184,-0.482851023,-1.471129192,-0.965546917
ERR589839,1,0.853029587,0.949334266,0.879919192,0.859052918,0.959227731,0.741417624,1.048225077,0.855054291,0.404028435,0.615300959,0.596292631,0.296037031,0.695820272,1.370180276,0.85098759,1.113742828,0.977219203,1.417054791,1.033410483,0.938289245,0.747753706,-0.081906731,0.934006974,0.747753706,0.889700928,0.882627399,0.705250112,1.245901699,-0.081906731,-0.393755685,-0.759414708,0.311899007,1.010955896,0.864927859,1.137140663,0.857061978,1.14309909,0.983107101,2.005071845,1.250281088,0.669540474,1.294787213,0.697734361,0.126469011,-0.081906731,0.755454246,2.06655159,-0.759414708,0.126469011,-0.288280254,-1.201407381,-0.759414708,-1.760245023,-0.056689988,0.153403329,-1.760245023,0.287780393,-0.537957795,-0.033186161,-0.759414708,-1.201407381,0.374347358,-0.759414708,0.18995665,0.11210486,0.009468471,0.153403329,-1.201407381,-0.931840533,0.348210476,0.028934361,-0.170616223,-0.138528228,-0.288280254,0.232881484,0.178236143,-0.170616223,-0.759414708,-1.201407381,-0.634691881,-1.201407381,-1.760245023,-1.760245023,-1.760245023,-1.201407381,-1.760245023,-1.760245023,-1.760245023,-1.201407381,-0.393755685,-0.337429882,-1.760245023,-0.081906731,-1.201407381,-0.931840533,-1.760245023,-0.931840533,-1.760245023,-1.760245023
ERR589843,2,0.1493656,-0.199036937,0.405101364,0.294113721,0.176665718,0.227101794,0.680146985,0.452037139,-0.477935458,-1.676546045,-1.276490328,-0.835501321,-0.575465167,1.27402584,0.466673176,1.056642277,0.796183199,0.942518746,-0.099160383,0.507950768,-0.25684265,-2.505899488,0.643020459,0.612931363,0.176665718,0.250488905,0.176665718,1.080632265,-0.835501321,-1.020598562,-1.276490328,-0.321402675,0.466673176,-0.199036937,0.334086098,1.194641088,1.158520377,0.991364241,2.389157525,0.56930457,-0.25684265,1.285734754,-0.055464085,0.753512002,-0.575465167,0.714322195,3.174798439,-0.691941293,1.480589573,-0.691941293,0.334086098,-1.676546045,-0.691941293,1.166558636,0.227101794,-1.020598562,0.436917559,-0.321402675,-0.099160383,-0.394344098,-0.575465167,0.722455151,0.120476882,1.688656431,0.120476882,0.227101794,0.545764308,-2.505899488,-0.835501321,-0.321402675,-2.505899488,-2.505899488,0.405101364,-0.394344098,1.590349705,-0.321402675,1.315228737,0.591657669,0.753512002,0.314520229,-0.015130192,-0.321402675,-0.835501321,-0.099160383,-0.321402675,-0.394344098,-0.575465167,-2.505899488,-1.276490328,1.118566861,-0.321402675,-0.835501321,-0.25684265,-0.394344098,-0.575465167,-0.25684265,0.120476882,-0.835501321,0.545764308
ERR589846,2,1.311622047,1.100207567,1.113158723,1.001171122,0.88701078,0.805093527,0.815363185,0.735108562,0.251717726,0.34509051,0.38415789,0.04660877,-0.115850179,1.523826281,0.913675634,1.316681297,1.3224589,0.815363185,0.301334789,1.168560186,0.127481923,-0.702628134,1.11674948,1.174389366,0.920873242,0.944762223,0.685718537,1.201766503,-0.187514989,-0.514598917,-0.996588992,-0.514598917,0.834923949,0.301334789,0.707827999,0.981647784,0.97581727,0.480823093,2.176505956,0.938133054,0.04660877,0.890969574,0.162473668,0.301334789,-0.187514989,0.402211049,2.463385769,-0.115850179,0.323863086,-0.514598917,-0.187514989,-1.605997732,-1.605997732,0.04660877,0.04660877,-0.514598917,-0.054427265,-0.273101623,-0.000829922,-0.996588992,-1.605997732,0.277348493,1.127247213,0.544895783,0.194581699,-0.187514989,0.494628381,-0.996588992,-0.702628134,0.38415789,-1.605997732,-0.996588992,0.55638363,0.38415789,0.588668038,-0.996588992,0.162473668,-0.273101623,1.120293735,-0.996588992,-0.996588992,-1.605997732,-1.605997732,-1.605997732,-1.605997732,-1.605997732,-0.702628134,-1.605997732,-0.273101623,-0.378589502,-1.605997732,-1.605997732,-0.514598917,-0.996588992,-0.996588992,-1.605997732,-1.605997732,-1.605997732,-1.605997732
ERR589847,2,0.853627368,0.822367632,0.895731771,0.571228247,-0.914956684,0.19579589,-0.428110708,1.200886768,-1.248146039,-1.938879172,-0.914956684,-1.938879172,-1.248146039,1.274370343,0.10198403,0.925197747,1.654502201,-0.180254688,-1.938879172,1.404316152,0.548660414,-1.938879172,0.970344627,1.380374219,0.393132485,0.47160432,0.10198403,1.022266253,-1.248146039,-1.938879172,-1.248146039,-0.701835339,-0.065735593,-1.248146039,-1.248146039,1.339712642,0.691704627,-0.331102707,2.453090491,0.775745732,-0.701835339,0.872987088,0.166744748,-0.701835339,-0.249874369,-0.914956684,1.781565304,0.10198403,1.590638713,-0.249874369,-0.065735593,-1.938879172,-1.938879172,0.47160432,0.76304994,-0.547675736,0.5368499,0.135576411,0.135576411,0.47160432,-0.331102707,0.86344459,0.166744748,1.65954599,0.19579589,-0.914956684,0.816870525,-0.914956684,-1.248146039,-0.249874369,-1.938879172,-0.547675736,-0.119504886,-0.065735593,1.560941923,0.025929922,1.418419103,0.963234921,0.833106206,0.631753376,0.166744748,0.19579589,-0.914956684,-0.249874369,0.10198403,0.10198403,-0.428110708,0.602721533,-0.331102707,1.361253471,0.065591246,-0.428110708,0.248517763,-1.248146039,-0.428110708,0.065591246,0.166744748,-0.428110708,-1.248146039
ERR589848,2,1.239184779,1.01525708,0.93571128,0.817546119,0.753892053,0.349779767,0.787317827,0.589481462,0.157896985,0.01066051,0.01066051,-0.666749675,0.845106601,1.414829406,0.64296413,1.227898929,1.131902875,1.832404187,1.206290512,1.005135485,0.265591877,-0.391510482,0.901186114,0.989258754,0.703108201,0.870409649,0.385731847,1.542622939,0.090796336,0.157896985,-0.215456397,-0.215456397,0.845106601,0.476308003,0.99993896,1.638062012,1.357732218,0.845106601,2.233675746,0.966651099,0.090796336,1.44405183,0.797720131,1.069471509,0.64296413,1.048118579,2.468675291,-1.237346627,-0.666749675,-0.666749675,-1.237346627,-1.237346627,-1.237346627,0.01066051,-0.215456397,-1.237346627,0.090796336,-0.215456397,-0.391510482,-1.237346627,-1.237346627,0.418495051,-1.237346627,-0.666749675,0.090796336,0.349779767,1.234728058,-0.215456397,0.349779767,0.589481462,-0.666749675,-0.215456397,-0.088109097,-1.237346627,-0.666749675,-0.088109097,-0.666749675,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-0.666749675,-1.237346627,-1.237346627,-1.237346627,-0.215456397,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-1.237346627,-0.666749675
ERR589850,2,0.854289222,0.795689935,0.643165793,0.517675718,-0.570869126,0.095462783,-0.182516538,0.89708319,-1.14314455,-1.14314455,-1.14314455,-1.866706429,-0.182516538,0.996025279,-0.570869126,0.762699855,1.506149214,0.92061079,0.039137976,1.29542632,0.888902163,-1.866706429,0.935513127,1.235174522,-0.182516538,-0.409382719,-0.284135077,1.815675403,-0.409382719,-0.794119573,-1.14314455,0.233031245,0.774008293,-0.097427629,0.643165793,0.473673222,0.871989562,0.397903534,2.590944141,1.03702419,0.095462783,1.188075318,-0.182516538,-0.409382719,0.191484921,1.008218628,3.059092054,-0.794119573,1.097987443,-0.409382719,-0.570869126,-1.866706429,-1.866706429,0.854289222,1.111724832,-0.570869126,0.538079591,-0.182516538,0.039137976,-0.409382719,-1.14314455,0.338992309,-0.409382719,1.881345299,0.271153683,0.627404467,0.826101585,-1.14314455,-0.794119573,0.424651783,-1.14314455,-1.866706429,-0.182516538,1.422284405,1.284754777,0.095462783,0.863242141,0.233031245,0.095462783,-0.409382719,-0.097427629,-0.284135077,-0.570869126,-0.794119573,-0.570869126,-0.794119573,0.191484921,-1.866706429,-0.794119573,0.845121534,-0.794119573,-1.14314455,-0.570869126,-1.14314455,-0.794119573,-0.284135077,-0.794119573,-1.866706429,-1.14314455
ERR589851,1,0.828131371,0.990145858,0.965280376,0.845945389,-0.800849695,0.270630984,0.331584974,0.924680979,-1.493904476,-0.800849695,-0.800849695,-0.800849695,0.119275945,1.358949005,0.477508608,1.085368317,1.387789408,1.242138478,0.51730324,0.977915155,0.021941886,-1.493904476,1.085368317,0.977915155,0.270630984,0.587523634,0.021941886,1.363223604,-0.800849695,-1.493904476,-0.098025016,-0.098025016,0.675224119,0.021941886,0.331584974,1.367444672,1.197095426,0.200777302,2.630234919,1.145521073,0.119275945,1.762958386,0.845945389,0.385534993,0.021941886,0.51730324,3.018977224,0.270630984,1.075910473,-0.25270277,0.021941886,-1.493904476,-0.800849695,1.045999243,0.724985649,-1.493904476,-0.466540445,0.119275945,-0.466540445,-0.466540445,-1.493904476,0.270630984,-1.493904476,1.223532882,0.433840726,-0.098025016,0.938692959,-1.493904476,-1.493904476,0.200777302,-0.800849695,-0.466540445,-1.493904476,0.477508608,1.229844652,-0.800849695,0.647945519,0.021941886,0.021941886,-0.25270277,-0.466540445,-0.466540445,-0.466540445,-1.493904476,-1.493904476,-0.800849695,-1.493904476,-1.493904476,-0.466540445,0.700844598,-0.466540445,-0.466540445,-1.493904476,-0.800849695,-1.493904476,-0.466540445,-0.800849695,-1.493904476,-0.800849695
ERR589852,1,1.213162776,1.065352605,1.031390904,1.018095604,0.815221339,0.612293979,0.42599901,1.17321437,0.166792637,0.116261199,0.133930402,-0.214108904,0.592386665,1.178104449,0.579760659,0.893884833,1.585826876,1.407347729,0.908727787,1.353910646,0.097658187,-1.235119869,1.236526002,1.419754839,0.588237827,0.634517125,0.335909127,0.973359193,-0.312996099,-0.630264032,-0.527019676,-0.172536652,0.600512639,0.921523755,1.147611935,1.372303061,0.941921102,0.720151753,1.995849799,0.850182747,0.057248748,1.045542247,0.316421812,0.47228198,0.078024706,0.714823695,2.166999327,-0.947410989,-0.260538667,-0.947410989,-0.260538667,-1.831567663,-1.831567663,0.335909127,-0.260538667,-1.235119869,0.354291252,-0.069283074,0.078024706,-0.947410989,-1.235119869,0.664942562,-0.947410989,0.363103568,0.354291252,0.671286765,1.445107064,0.196799295,0.261942713,0.078024706,0.057248748,0.21087052,-0.443253304,-0.134955767,-0.134955767,-0.172536652,-0.443253304,-0.763380789,-0.630264032,-1.235119869,-0.947410989,-1.831567663,-1.831567663,-1.831567663,-1.235119869,-1.831567663,-0.947410989,-1.235119869,-1.831567663,-0.100708228,-0.947410989,-0.763380789,-0.443253304,-1.235119869,-1.235119869,-0.763380789,-1.831567663,-1.831567663,-0.947410989
ERR589853,1,0.968316356,1.071266392,0.905747638,0.868829925,1.03877364,0.530520306,0.706663193,0.946426088,0.450343297,0.375079574,0.158720653,-0.021418589,0.487539185,1.097617503,0.615369624,1.20674685,1.425485793,1.304611907,0.813717108,1.251200859,0.140891222,-1.593235597,1.072362055,1.305325881,0.567701379,0.545061117,0.520382061,1.131328813,-0.408557816,0.158720653,-0.62320056,-0.086646958,0.798184913,0.72876362,1.055912903,0.976014928,0.981006706,0.805209723,1.588286608,0.787257234,0.140891222,1.580516509,1.038136298,1.048120232,0.307909667,0.422540702,2.057962992,-1.593235597,0.102001147,-1.051593238,-0.502315421,-1.593235597,-0.790320888,-0.052519245,-0.052519245,-0.502315421,0.080682131,-0.332488434,0.206933831,-1.593235597,-1.051593238,-0.021418589,-1.051593238,0.03346068,-0.021418589,0.664990504,1.359604672,0.429747706,0.998425228,0.338562947,0.670950005,-1.051593238,0.03346068,-0.408557816,0.221502587,0.03346068,-0.124399286,-1.593235597,-0.790320888,-1.593235597,-1.051593238,-1.593235597,-1.593235597,-1.593235597,-1.051593238,-1.593235597,-1.593235597,-1.593235597,-1.051593238,-0.268792766,-1.051593238,-1.051593238,-0.502315421,-0.790320888,-1.593235597,-1.593235597,-1.051593238,-1.593235597,-1.593235597
ERR589854,2,0.567248428,0.63079098,0.413382672,0.5382505,1.027018733,0.289012967,0.664009756,0.258517875,0.434023367,0.453580729,0.522821829,0.106262353,0.489838581,1.199936377,0.594058396,1.065378548,0.472156378,1.639787122,0.990832855,0.258517875,1.385009384,0.553043591,0.694296795,0.225480582,0.413382672,0.580907353,0.225480582,1.316702746,0.922229047,-0.471187657,0.00230216,-0.331241894,0.800954752,0.489838581,0.149967298,1.027018733,1.091212615,0.892026558,2.207962512,1.424849861,0.674406627,1.14616296,0.225480582,0.793864991,1.311717543,1.235302313,2.775424444,-1.594173445,-0.222701013,-0.222701013,-1.594173445,-1.594173445,-1.594173445,0.149967298,0.00230216,0.343680083,0.368360585,0.391540889,-0.134637353,-0.222701013,-0.96712736,0.567248428,-0.331241894,0.225480582,0.289012967,0.472156378,0.664009756,-0.222701013,0.00230216,0.674406627,-1.594173445,-0.664658765,-0.664658765,0.189476115,-0.222701013,-0.471187657,-0.96712736,-0.96712736,0.567248428,-1.594173445,-1.594173445,-1.594173445,-1.594173445,-0.96712736,-1.594173445,-1.594173445,-1.594173445,-1.594173445,0.057450703,-0.664658765,-0.664658765,-0.96712736,0.057450703,-1.594173445,-1.594173445,-1.594173445,-1.594173445,-1.594173445,-1.594173445
