ID,Group,Streptococcus sp. Marseille-Q6470,Streptococcus sp. oral taxon 061,Streptococcus sp. oral taxon 431,Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,Streptococcus sp. NPS 308,Streptococcus sp. 116-D4,Streptococcus sp. SP4011,Streptococcus sp. A12,Streptococcus sp. 1643,Streptococcus sp. D7B5,Streptococcus sp. FSL W8-0197,Streptococcus sp. oral taxon 064,Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,Streptococcus mitis,Streptococcus mitis B6,Streptococcus pneumoniae,Streptococcus ilei,Streptococcus sanguinis,Streptococcus sanguinis SK36,Streptococcus rubneri,Streptococcus anginosus group,Streptococcus anginosus subsp. whileyi><wbr>Streptococcus anginosus subsp. whileyi MAS624,Streptococcus australis,Streptococcus koreensis,Streptococcus gwangjuense,Streptococcus toyakuensis,Streptococcus pseudopneumoniae IS7493,Streptococcus thermophilus,Streptococcus milleri,Streptococcus ferus,Streptococcus himalayensis,Streptococcus parauberis,Granulicatella elegans,Abiotrophia><wbr>Abiotrophia defectiva,Abiotrophia defectiva ATCC 49176,Gemella sanguinis,Gemella haemolysans,Gemella morbillorum,Blautia sp. SC05B48,Actinomyces,Actinomyces sp. oral taxon 171><wbr>Actinomyces sp. oral taxon 171 str. F0337,Rothia mucilaginosa,Rothia mucilaginosa DY-18,Rothia aeria,Rothia dentocariosa,Corynebacterium durum,Alistipes communis,Citrobacter arsenatis,Escherichia coli O157:H7,Enterobacter chuandaensis,unclassified Enterobacter,Enterobacter sp. T2,unclassified Leclercia,Leclercia adecarboxylata,Kosakonia,Kosakonia radicincitans,Cronobacter,[Enterobacter] lignolyticus,Pseudescherichia><wbr>Pseudescherichia vulneris,Franconibacter><wbr>Franconibacter daqui,Cedecea,Cedecea neteri,Buttiauxella,Shigella flexneri,Serratia marcescens,Cardiobacterium hominis,Fusobacterium pseudoperiodonticum,Fusobacterium periodonticum,Fusobacterium hwasookii,Treponema putidum,Aliceevansviridae,Lactococcus piscium><wbr>Lactococcus piscium MKFS47,Enterobacter sp. RHBSTW-00994,Leclercia pneumoniae,Shigella dysenteriae,Shimwellia><wbr>Shimwellia blattae,Escherichia coli O157:H7 str. EDL933,Escherichia coli O158:H23,Escherichia coli O157:H16,Escherichia coli VR50,Escherichia coli O44:H18><wbr>Escherichia coli 042,Escherichia coli O8:H8,Escherichia coli O2:K1:H4,Escherichia coli O78:H4,Escherichia coli O150:H6,Escherichia coli O6:H16,Escherichia coli O85:H1,Enterobacter cloacae complex sp. R_G8,Enterobacter wuhouensis,Shigella sonnei,Kosakonia sp. BYX6,Kosakonia pseudosacchari,Jejubacter><wbr>Jejubacter calystegiae,Enterobacter chengduensis,Escherichia coli ATCC 8739,Escherichia coli O99:H6,Escherichia sp. SCLE84,Citrobacter gillenii,Leclercia sp. W6
ERR589855,2,0.71531476,0.451185553,0.354630083,0.354630083,0.082182345,-0.461579881,-0.461579881,0.846028976,-0.461579881,-1.149090826,-1.149090826,-0.461579881,-1.149090826,0.97562623,-0.129944815,1.338244105,1.88180259,0.97562623,0.235622811,1.588243912,0.846028976,-1.149090826,1.315089264,1.739485249,0.354630083,0.601329883,0.082182345,1.34930724,-0.129944815,-1.149090826,-0.461579881,1.250148047,0.76323409,0.76323409,0.53203497,1.552870676,1.264047944,1.326844683,2.847575768,1.338244105,0.235622811,1.409550026,-0.461579881,-0.461579881,-0.461579881,0.846028976,3.603303787,-1.149090826,-1.149090826,0.451185553,-0.461579881,-0.461579881,-1.149090826,0.082182345,0.235622811,0.082182345,0.082182345,-0.461579881,0.082182345,0.082182345,-0.461579881,1.074681145,0.76323409,0.082182345,0.76323409,0.661796295,0.354630083,-1.149090826,-1.149090826,0.354630083,-1.149090826,-1.149090826,-0.129944815,0.082182345,-0.461579881,-0.129944815,-1.149090826,-1.149090826,-1.149090826,0.53203497,-1.149090826,-1.149090826,-1.149090826,-1.149090826,-1.149090826,-1.149090826,-1.149090826,-0.461579881,0.082182345,-1.149090826,-0.129944815,-1.149090826,-0.461579881,-0.461579881,-1.149090826,-1.149090826,-1.149090826,-1.149090826,-0.461579881
ERR589856,1,0.238508259,0.112421958,0.837984823,0.188217889,0.572617428,-0.215204515,-0.499079392,0.603595885,-0.634657109,-0.715474108,-0.56312646,-1.409346036,-0.145067273,0.983504701,-0.56312646,0.915059746,0.796072477,1.683656772,0.503709807,0.824455471,-0.145067273,-1.69286675,0.85110636,0.653251931,0.112421958,-0.08281166,-0.916151041,1.549140621,-0.634657109,-1.204263618,-1.409346036,-0.113059405,-0.29531601,0.444515418,0.85110636,1.076543172,0.572617428,1.12861311,2.426931784,1.286219549,0.454905053,1.379865103,0.188217889,0.503709807,-0.441181507,1.158573263,2.94962105,-0.215204515,1.455891985,-0.215204515,0.444515418,-1.69286675,-1.69286675,0.564538682,0.572617428,-0.253851983,-0.179036668,-0.715474108,-0.634657109,-0.441181507,-1.409346036,0.112421958,-0.441181507,1.650597312,-0.179036668,0.475031098,1.21787717,-1.045203238,0.556317426,-0.29531601,-1.69286675,-1.204263618,-0.29531601,0.023698297,1.695171538,-0.916151041,1.408038285,0.68568006,0.48478433,0.364760753,-0.054151477,0.170288464,-1.045203238,-0.715474108,-0.808090929,-0.054151477,-0.179036668,-3.055016728,-1.204263618,0.986652047,-0.56312646,-1.045203238,-0.29531601,-0.916151041,-0.29531601,-0.215204515,-0.441181507,-2.136116975,-1.204263618
ERR589858,3,0.094084465,0.523208466,0.303746169,0.404726873,0.556493477,-0.48442726,0.094084465,0.811692918,-0.273255971,-1.498980877,-0.120506926,-0.120506926,-0.273255971,1.083261466,-0.814567938,1.009252259,1.247640887,1.342858724,0.756392213,1.158464393,-0.273255971,-1.498980877,1.122845575,1.057237118,0.303746169,0.587376624,-0.120506926,1.791728436,-1.498980877,-0.814567938,-0.48442726,-0.273255971,1.922431405,0.954095321,1.184572195,0.998855693,1.489568587,1.38362358,2.60567209,1.074792952,-0.120506926,0.404726873,-1.498980877,-0.120506926,-0.002035915,0.487148675,3.231007431,-0.120506926,0.71477051,-1.498980877,-0.120506926,-0.814567938,-0.48442726,1.190805261,0.523208466,-0.120506926,-0.814567938,-0.002035915,0.775692117,-0.48442726,-1.498980877,0.404726873,-0.120506926,0.903284,0.357023474,-0.48442726,0.643100407,-1.498980877,-0.48442726,0.616161949,-1.498980877,-0.814567938,-0.120506926,0.69224145,0.954095321,0.303746169,0.404726873,0.303746169,-0.273255971,-1.498980877,-1.498980877,-0.814567938,-0.48442726,-1.498980877,-1.498980877,-0.48442726,-1.498980877,-1.498980877,0.556493477,0.357023474,-0.48442726,-1.498980877,0.243552226,-1.498980877,-0.48442726,-0.814567938,-1.498980877,-0.814567938,-0.814567938
ERR589859,1,0.415798932,-0.326161908,-0.201192766,0.343272774,0.678145072,-0.851198305,-0.585629728,0.94991354,-0.585629728,-0.486025018,-0.486025018,-1.301569613,0.638530885,0.890862582,-0.201192766,0.82205071,0.280679035,1.660461782,1.05892224,0.15462224,0.47868072,-1.71013675,0.723130991,-0.09919128,0.234012316,-0.260228331,-0.704583953,1.464479275,-0.09919128,-1.301569613,-2.557135176,0.448292035,0.024846286,0.234012316,-0.054565318,1.290855644,1.193456656,0.559454563,2.646159874,1.461867851,-0.09919128,1.643016419,0.47868072,0.15462224,0.15462224,0.658779896,3.250062124,0.808239738,1.236916299,0.093807513,0.093807513,-0.704583953,-0.09919128,1.258058697,0.658779896,-0.201192766,-0.201192766,-0.326161908,-0.054565318,-0.400655203,-0.486025018,0.793966256,-0.486025018,1.54343618,0.534074127,0.093807513,1.022979242,-2.557135176,-1.71013675,-0.326161908,0.024846286,-1.71013675,0.024846286,0.628050636,1.389516583,-0.147825229,1.043344738,0.432325431,0.234012316,-0.486025018,-0.09919128,-0.585629728,-1.040233599,-0.486025018,-0.486025018,-0.326161908,-0.704583953,-2.557135176,-0.585629728,0.714495699,-0.585629728,-1.301569613,-0.326161908,-0.585629728,-1.301569613,-0.851198305,-1.040233599,-1.71013675,-1.040233599
ERR589861,2,1.181063475,1.084075631,1.119442584,1.059913362,0.745555967,0.566724595,0.483335204,1.466569334,0.579716903,0.214357751,0.393423214,0.006996613,0.538945196,1.143356544,0.404753954,0.96773341,1.841435896,1.478249125,0.895088672,1.652115125,0.040340555,-1.064140455,1.554910692,1.751592699,0.491915013,0.456093523,0.17266254,1.192840411,-0.166346253,-0.374722973,-0.374722973,-0.224876688,0.285164005,0.268788415,0.415700824,1.198516182,0.546130564,0.685603278,1.979960191,0.685603278,0.315709978,1.28711961,0.586009385,0.436535624,0.553151004,0.579716903,2.223707186,-1.644851406,-0.115272873,-0.115272873,0.006996613,-0.374722973,-0.475243301,0.483335204,0.07093658,-1.064140455,-1.064140455,-1.064140455,1.036814351,0.369503313,-1.064140455,0.099178259,-0.604847869,0.251585401,0.657632581,0.685603278,0.573290463,-0.604847869,-0.374722973,0.500265473,-1.644851406,-1.644851406,-0.784022565,-0.115272873,0.268788415,-0.604847869,-0.115272873,-0.784022565,-0.784022565,-1.064140455,-1.644851406,-1.644851406,-1.644851406,-1.064140455,-1.644851406,-1.064140455,-1.064140455,-1.064140455,-0.374722973,-0.604847869,-1.644851406,-0.784022565,-0.604847869,-1.064140455,-1.064140455,-1.644851406,-1.644851406,-1.644851406,-1.644851406
ERR589862,2,0.424006118,0.352029473,0.715799987,0.352029473,-0.680038541,-0.680038541,-0.115232571,1.233489887,0.167758968,-0.335569108,-1.394156345,-0.680038541,0.044146083,0.592176061,-0.680038541,1.212091238,1.498001357,1.165388179,0.268051161,0.9156762,0.352029473,-0.335569108,0.998449818,1.165388179,-0.335569108,0.044146083,-0.115232571,1.971378635,-1.394156345,-0.335569108,-1.394156345,-0.680038541,0.750529633,0.352029473,-1.394156345,1.082956521,0.167758968,1.152785766,2.768018741,1.139766996,0.167758968,1.32548549,0.268051161,-0.335569108,0.486812596,0.937949301,3.697095176,-0.335569108,1.32548549,-0.115232571,0.044146083,-1.394156345,-1.394156345,0.268051161,0.637171078,-0.680038541,-0.115232571,0.044146083,-1.394156345,-0.115232571,-0.680038541,0.592176061,1.333559737,1.35678025,0.352029473,-0.680038541,-0.680038541,-1.394156345,-1.394156345,0.352029473,-1.394156345,-0.680038541,-0.680038541,0.592176061,1.482440661,-0.335569108,1.165388179,0.592176061,0.268051161,-0.115232571,-0.335569108,-0.680038541,-0.335569108,-0.335569108,-0.680038541,-1.394156345,-0.680038541,-1.394156345,0.167758968,0.867294599,-0.335569108,-1.394156345,-1.394156345,-1.394156345,-1.394156345,0.044146083,-1.394156345,-0.680038541,-1.394156345
ERR589864,2,1.065826936,1.134231008,0.854098194,0.875481258,0.724738702,0.660453369,0.505150876,1.164507272,0.574735461,0.476587381,0.416025528,0.194451366,-0.104674331,1.451687593,0.698583299,1.213654782,1.404201757,1.166306265,0.330112874,1.14256063,1.205456668,0.022868151,1.220889612,1.144008055,0.753782003,0.821222297,0.396246449,1.884250732,1.064594895,-1.069306553,-0.850011603,0.180816967,-0.475760316,-1.607556889,-1.607556889,0.764462531,1.0664412,0.968376625,1.918694082,0.244878124,-0.792675948,0.986890869,-0.227334185,-1.281572159,-0.118313781,0.408234025,2.030186996,-0.008411025,1.020360512,-1.16604318,-0.650270587,-2.25817041,-2.25817041,-0.394371473,0.121322852,-0.792675948,-0.420028391,-0.538547964,-0.475760316,-0.74084511,-1.16604318,-0.447106512,-0.370002446,1.225002072,0.400283387,-0.850011603,0.705747248,-0.693611559,-0.5061701,-0.245253059,-0.263888105,-2.25817041,-0.792675948,-0.227334185,1.288208714,-0.5061701,1.017519755,0.362359376,0.511216686,0.121322852,-0.245253059,-0.346805511,-0.193450313,-0.850011603,-0.650270587,-0.573145612,-0.610264676,-1.861367822,-1.281572159,0.739557625,0.070445071,-0.986394932,-0.693611559,-1.423964801,-0.986394932,-0.370002446,-0.693611559,-2.25817041,-1.607556889
ERR589865,2,1.131788026,0.968374643,1.028874831,0.979338656,0.648916058,0.524027617,0.023470715,1.11865995,0.023470715,0.206205375,0.153742195,0.09361904,0.426492114,1.219359201,0.426492114,1.372963064,1.594671877,1.425542525,0.920107094,1.33601929,0.397481928,-1.364995787,1.298384268,1.440238456,0.426492114,0.453408911,0.023470715,1.627660582,-0.163560507,0.366053329,-0.480742219,0.023470715,0.906761241,0.854987686,1.071331553,1.412234786,0.939106331,1.256651638,2.544140872,1.04226468,-0.480742219,0.979338656,-0.480742219,-0.060304837,0.252640227,1.033405568,2.477588921,-0.296691852,-0.060304837,-0.163560507,-0.480742219,-1.364995787,-0.768482629,0.09361904,0.331802038,-0.768482629,0.294217035,-0.163560507,-0.163560507,-0.480742219,-1.364995787,0.704173208,-0.768482629,-0.163560507,0.153742195,0.47849731,0.633583509,-1.364995787,-0.060304837,0.945187883,0.153742195,-0.768482629,-0.296691852,-0.480742219,-0.768482629,0.153742195,-0.768482629,-1.364995787,-0.768482629,-1.364995787,-1.364995787,-1.364995787,-1.364995787,-1.364995787,-1.364995787,-1.364995787,-1.364995787,-1.364995787,-1.364995787,-0.768482629,-1.364995787,-1.364995787,-0.163560507,-0.768482629,-1.364995787,-1.364995787,-1.364995787,-1.364995787,-1.364995787
ERR589866,2,1.216944039,1.100404274,1.01612655,0.935287674,1.177748459,0.662191601,0.63624416,0.963925743,0.575571016,0.690355424,0.515331336,0.248711996,0.027666583,1.278538689,0.652108437,1.038942987,1.434398075,1.01612655,1.220779173,1.269332262,0.910375713,-0.175500661,1.174232412,1.287695813,0.80989172,0.685862306,0.539442855,1.025526157,0.73905457,-0.877596575,-0.622504066,-0.249770784,0.846474394,0.205655443,0.416447754,1.211057841,1.280688366,0.945220988,1.757295934,0.746360385,0.523596355,1.85992598,1.380299097,0.690355424,0.205655443,0.690355424,1.667657181,-1.406427541,-0.622504066,-0.249770784,-0.249770784,-0.877596575,-1.406427541,-0.060010178,-0.249770784,-1.406427541,-0.175500661,-0.249770784,-0.341310753,-1.406427541,-1.406427541,-0.249770784,-0.622504066,-0.341310753,0.286682209,0.427967262,1.445731922,0.06452596,0.460068655,0.439058438,-0.622504066,-1.406427541,-0.877596575,-0.622504066,-0.113311578,0.06452596,-0.877596575,-0.877596575,-0.877596575,-1.406427541,-1.406427541,-1.406427541,-1.406427541,-1.406427541,-1.406427541,-1.406427541,-1.406427541,-0.622504066,-0.877596575,-1.406427541,-1.406427541,-0.877596575,-0.622504066,-0.249770784,-1.406427541,-1.406427541,-1.406427541,-1.406427541,-1.406427541
ERR589869,2,0.454326805,0.524361464,0.125552211,0.58399657,-0.215838073,-0.073879729,0.490849057,1.003521085,-0.215838073,-0.718909962,-0.718909962,-1.354973692,0.414249806,1.216514543,0.369916333,0.864727445,1.475470053,1.120978281,-0.073879729,1.150487765,-0.215838073,-1.354973692,1.044850456,1.144797,0.610748403,0.555295111,-0.718909962,1.583627612,-0.215838073,-0.718909962,-0.718909962,-0.718909962,0.8231228,-0.073879729,0.454326805,0.956466445,0.702390928,0.264461072,2.456101754,1.074599209,-0.073879729,1.586252523,0.741072335,0.490849057,-0.073879729,0.036222095,2.774553908,-1.354973692,-1.354973692,0.913584086,1.216514543,0.200351575,0.490849057,2.230671517,0.264461072,0.125552211,-0.718909962,-1.354973692,0.776117273,-0.073879729,-0.718909962,0.555295111,0.320402715,-0.215838073,1.052540078,-0.412091519,1.036980186,-0.215838073,0.524361464,0.414249806,-1.354973692,-0.718909962,0.610748403,1.638422219,-1.354973692,-0.215838073,-1.354973692,-1.354973692,-1.354973692,-1.354973692,-1.354973692,-0.718909962,-1.354973692,-1.354973692,-1.354973692,-1.354973692,-1.354973692,0.036222095,0.681453396,-1.354973692,-0.718909962,-0.718909962,-0.073879729,0.635783839,-1.354973692,-1.354973692,-1.354973692,-1.354973692,-0.718909962
ERR589872,2,1.094440095,1.005748932,0.924482786,0.867829724,0.848101945,0.751391486,0.871252939,1.226899509,0.200092584,0.217967345,0.217967345,0.03737011,0.564569427,1.316937234,0.853640304,1.187129645,1.55726656,1.350139672,0.918959305,1.393866308,0.065980276,-1.538443155,1.388801852,1.413047338,0.842437084,0.791806702,0.728528784,1.100257817,-0.444749375,-0.350753397,-0.274490613,-0.350753397,0.787090662,0.451611845,0.743052167,1.256058923,0.890844792,0.886092105,1.856745041,0.632309429,0.217967345,1.19221274,0.489683469,0.696812966,0.553385505,0.824625731,1.549814534,-0.733487081,-1.538443155,0.321038393,0.200092584,0.451611845,-0.733487081,0.660770881,-0.15590153,-0.733487081,-0.9954237,-0.733487081,-0.9954237,-0.9954237,-0.9954237,-0.274490613,-0.9954237,-0.210633002,0.006190382,0.333339727,0.866100077,-0.444749375,0.489683469,0.006190382,-0.274490613,-0.565941858,-0.350753397,1.566813378,-1.538443155,-0.565941858,-1.538443155,-1.538443155,-1.538443155,-1.538443155,-1.538443155,-1.538443155,-1.538443155,-1.538443155,-1.538443155,-1.538443155,-1.538443155,-0.565941858,0.161103633,-0.733487081,-0.565941858,-0.444749375,-0.350753397,0.234903944,-1.538443155,-1.538443155,-1.538443155,-1.538443155,-0.733487081
ERR589874,2,0.816383074,0.71558841,0.71558841,0.660524471,0.45149269,0.369550337,1.072507557,0.338317455,-1.74043398,-0.500828435,-1.048270454,-0.714391119,-0.346349593,1.343838382,0.540479931,1.181788111,0.925929978,0.774871454,-0.226536966,0.911083169,0.71558841,-1.74043398,0.540479931,0.71558841,0.498386886,0.475602697,0.184832181,1.903843019,0.184832181,-1.048270454,-1.048270454,-0.714391119,1.178319679,0.228443906,-0.714391119,1.367847142,1.220775913,2.274013211,2.346113998,1.057855376,0.228443906,1.528486349,0.578615776,0.398661638,0.826076238,0.752256886,2.847155405,-1.74043398,0.853716514,-0.714391119,0.082707927,-1.048270454,-1.74043398,0.184832181,0.613437791,-0.714391119,0.398661638,-0.047931529,-0.500828435,-0.714391119,-0.500828435,0.369550337,-0.226536966,0.967090378,0.184832181,0.702540568,0.940185641,-0.226536966,0.021832322,-0.500828435,-1.74043398,-1.048270454,-1.74043398,-0.226536966,1.026530906,-0.346349593,0.816383074,0.082707927,-0.226536966,-0.346349593,-1.048270454,-0.714391119,-1.048270454,-1.74043398,-0.714391119,-0.714391119,-1.048270454,-0.714391119,-0.500828435,0.51997524,-1.048270454,-1.048270454,-0.346349593,-0.500828435,-1.74043398,-1.74043398,-0.714391119,-1.048270454,-1.048270454
ERR589875,2,0.739080437,0.11833078,0.210817733,0.210817733,0.004338068,0.623720506,0.989428883,0.685463057,-1.322028473,-1.322028473,-0.663486888,-0.663486888,0.354635495,1.541262529,0.509717612,1.247757843,1.624066962,1.525828888,0.739080437,1.345047054,-0.663486888,-1.322028473,0.76342505,1.241421164,0.786363909,0.685463057,0.288260432,0.884373113,-0.663486888,-0.663486888,-1.322028473,0.412554059,0.589023804,0.11833078,0.463817439,1.060498671,0.786363909,0.210817733,2.627305589,1.56303573,0.786363909,0.884373113,-0.345825789,0.004338068,-0.142636942,1.501113069,3.100908528,-1.322028473,1.371975849,-1.322028473,-0.663486888,-1.322028473,-1.322028473,0.551210892,0.288260432,-0.663486888,-0.663486888,-0.142636942,-0.345825789,-0.345825789,-1.322028473,0.962303082,-0.663486888,1.038319496,0.004338068,0.786363909,1.214816479,-1.322028473,-0.663486888,-0.663486888,-1.322028473,-0.345825789,-0.663486888,-1.322028473,1.207826697,-0.345825789,1.101121189,0.463817439,0.463817439,-1.322028473,-0.142636942,-0.663486888,-1.322028473,-0.663486888,-0.345825789,-1.322028473,-0.345825789,-1.322028473,-0.345825789,0.288260432,-0.345825789,-1.322028473,-0.142636942,-0.663486888,-0.663486888,-1.322028473,-1.322028473,-1.322028473,-1.322028473
