"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ERR589505","ERR589506","ERR589509","ERR589529","ERR589538","ERR589555","ERR589571","ERR589575","ERR589579","ERR589593","ERR589736","ERR589737","ERR589766","ERR589767","ERR589788","ERR589789","ERR589813","ERR589837","ERR589839","ERR589849","ERR589851","ERR589852","ERR589853","ERR589856","ERR589857","ERR589859","ERR589868","ERR589442","ERR589443","ERR589485","ERR589501","ERR589511","ERR589530","ERR589532","ERR589537","ERR589544","ERR589561","ERR589563","ERR589565","ERR589572","ERR589576","ERR589581","ERR589747","ERR589748","ERR589764","ERR589769","ERR589771","ERR589772","ERR589775","ERR589833","ERR589858","logFC"
"226","Acinetobacter seifertii",26.4046766959231,-0.74887712939927,0.804541592598967,-0.930812199503719,0.351950718014544,0.623625320389995,1,0,20,0,4,0,92,3,8,254,0,0,1,0,9,5,7,33,10,0,44,2,0,1,1,142,3,339,0,11,35,5,2,0,2,1,13,7,0,1,2,4,106,51,14,6,2,35,119,0,1,-0.225434479015917
"255","Acinetobacter sp. KS-LM10",2.75240058563009,-0.596282787715289,0.942306371138548,-0.632790784376027,0.526870275612538,0.756637865967001,12,0,3,0,0,1,0,2,0,0,1,0,6,0,0,1,0,0,2,0,14,6,49,0,0,1,0,18,0,0,0,1,0,0,13,5,1,0,0,0,0,1,1,0,1,1,0,0,26,0,28,-0.17949900500044
"305","Actinacidiphila glaucinigra",2.23897132861623,-0.287468358463511,0.510585947600802,-0.563016588714004,0.573423588015187,0.789424049066086,13,0,1,0,9,1,2,5,0,0,11,0,7,0,0,1,4,1,5,0,1,15,8,0,1,8,0,0,3,2,7,7,1,3,0,0,1,0,1,6,0,2,1,11,2,2,1,2,2,0,6,-0.0865365987018025
"307","Actinoallomurus><wbr>unclassified Actinoallomurus><wbr>Actinoallomurus sp. NBC_01490",4.58789990719768,-0.0543260024705884,0.439353537458025,-0.123649857890989,0.901592514474783,0.956109454843903,4,0,2,0,4,5,2,44,5,3,25,1,17,0,6,4,13,8,13,1,0,22,4,1,0,18,0,2,13,2,5,11,0,1,3,4,0,2,2,0,5,14,1,26,6,24,9,3,3,0,8,-0.0163537562881626
"308","Actinoalloteichus",3.83648497188886,-0.906879221283519,0.477665773367091,-1.8985643766998,0.0576217759327895,0.243363202633947,5,0,0,1,17,4,1,0,2,0,18,1,6,0,7,1,12,3,10,0,6,6,9,0,0,11,0,0,7,1,3,28,1,8,6,3,1,0,2,3,4,6,1,6,4,24,20,0,5,0,4,-0.272997848050732
"310","Actinoalloteichus hoggarensis",3.64453286275047,-0.812767525482665,0.842338428039396,-0.964894273403199,0.33459777002105,0.605701121183983,4,0,0,11,7,0,0,4,0,0,15,0,4,0,67,1,3,2,0,0,0,7,21,0,0,2,0,1,0,2,0,8,0,0,0,1,0,1,0,0,1,63,0,13,6,39,43,0,2,0,2,-0.244667404671871
"312","Actinobacillus",40.2409328815533,1.40364660961594,0.511152895601143,2.7460406107358,0.00603192964812233,0.0798064711629985,54,0,4,1,123,128,2,51,285,58,15,21,47,131,24,30,25,7,18,385,18,58,146,100,10,77,11,17,20,14,104,11,0,1,118,1,0,7,1,4,38,35,1,30,124,118,10,7,29,0,16,0.422539732806447
"317","Actinobacillus equuli subsp. haemolyticus",5.384657290836,1.77794703376216,0.855020739505393,2.07941977499944,0.0375787844802677,0.198901441889657,3,0,1,0,22,3,34,0,1,63,0,0,15,0,0,1,2,0,2,57,0,9,22,3,15,0,0,2,0,0,2,0,0,0,34,4,0,0,0,1,0,3,3,1,3,0,1,1,0,0,16,0.53521538786421
"322","Actinobacillus pleuropneumoniae",3.58998872787433,1.52708063503819,0.576259922063208,2.64998584244887,0.00804951438823988,0.0932118649699233,3,0,4,0,15,8,4,2,3,11,7,1,2,0,0,0,1,2,2,2,1,8,16,1,2,172,2,1,1,6,3,0,0,1,4,3,1,0,0,0,1,2,8,0,3,1,2,2,4,0,1,0.459697076944096
"329","Actinobacillus porcitonsillarum",2.83642294706625,0.743689799738596,0.7174194004306,1.03661791037743,0.299913962901297,0.575447521972812,11,0,2,0,34,10,0,1,0,20,2,0,11,3,0,6,1,1,4,0,2,1,43,7,2,3,0,2,0,0,1,1,0,0,16,0,0,0,0,2,0,0,27,2,1,0,0,2,2,0,1,0.223872937190656
"331","Actinobaculum><wbr>unclassified Actinobaculum><wbr>Actinobaculum sp. 313",3.70044300032721,-0.212894528640091,0.470675579527172,-0.452316920401859,0.651040688125689,0.831869380451767,3,0,0,3,1,5,4,9,6,6,10,1,3,0,20,3,2,4,3,0,3,2,6,2,1,3,2,0,9,1,1,5,1,1,0,1,0,2,1,4,1,2,8,10,1,22,15,3,1,0,13,-0.0640876390334118
"334","Actinocatenispora thailandica",3.24750143655221,-0.647346285414873,0.424608669342418,-1.52457152233233,0.127366004890091,0.369963502745255,4,0,1,2,4,1,0,2,2,3,20,1,2,0,8,6,9,6,3,0,1,13,4,0,0,16,0,0,4,3,5,9,1,0,0,2,1,1,1,3,8,18,4,18,8,21,3,4,1,0,5,-0.194870649491534
"335","Actinokineospora><wbr>unclassified Actinokineospora><wbr>Actinokineospora sp. UTMC 2448",3.17402567311406,-0.766970761301765,0.452152893843351,-1.69626418794409,0.0898358593400571,0.303534448030481,2,1,0,0,6,3,0,4,1,0,8,11,3,2,4,0,7,2,11,1,1,7,14,5,0,3,0,0,6,0,4,26,2,0,4,11,0,2,2,3,4,8,2,12,4,3,2,0,2,0,3,-0.230881204949071
"336","Actinomadura",9.15836048770393,-0.910814404113655,0.516687501822322,-1.76279550192577,0.0779349863402605,0.281444573657763,3,0,35,0,10,0,3,4,15,2,58,17,9,0,6,2,3,2,41,1,5,9,14,0,1,7,1,0,5,0,12,45,1,0,2,10,5,0,3,64,9,12,17,67,13,31,13,12,20,0,30,-0.274182456121025
"338","Actinomadura graeca",3.5504761257598,-1.04640841665713,0.661659353390034,-1.58149115749036,0.113765779184334,0.347711641088179,0,0,1,0,4,0,1,3,4,0,47,1,2,1,0,1,26,4,4,0,2,2,5,0,0,5,1,0,30,1,2,45,0,0,1,10,0,0,3,0,1,3,0,1,13,27,3,3,15,0,0,-0.315000321129048
"341","Actinomadura madurae",2.25570092997024,-0.794248164591816,0.484945263039004,-1.63780992439127,0.1014613506547,0.325852111184658,3,0,1,1,3,0,1,6,2,1,5,5,2,2,1,0,6,2,10,0,0,8,2,2,2,2,0,0,2,0,5,3,1,1,0,4,0,1,1,3,2,1,2,43,3,1,2,1,1,0,2,-0.239092521543199
"344","Actinomadura sp. WMMB 499",2.97230717231136,-0.126095811876593,0.546446576952833,-0.230755973584362,0.817504386144225,0.919770543139856,4,0,2,1,2,4,1,4,6,0,7,36,7,0,0,2,0,1,10,1,0,7,2,1,0,2,1,1,1,0,9,18,0,0,2,3,1,0,4,4,5,6,0,6,2,2,1,2,1,0,7,-0.037958621702457
"345","Actinomadura verrucosospora",2.62213183550471,-1.02519308523996,0.565081445210428,-1.81423951171887,0.0696408595427656,0.265489069787646,4,0,1,0,0,0,1,2,2,0,17,1,3,1,0,3,16,1,4,0,6,5,7,1,0,5,0,0,1,0,1,7,0,0,0,1,1,1,2,2,0,5,9,51,4,13,3,1,5,0,4,-0.308613870004528
"346","Actinomarinicola><wbr>Actinomarinicola tropica",2.49465634888688,0.474310785762704,0.391716526038254,1.21085211941348,0.225952085910992,0.499830331748397,4,0,2,0,7,8,1,7,6,3,10,7,3,0,9,1,5,0,13,6,2,11,1,3,0,6,1,1,0,0,5,6,0,0,3,0,0,0,1,6,4,4,3,2,7,3,7,2,1,0,5,0.142781773781526
"347","Actinomyces",236.45094948891,-1.16086528418266,0.411117625957243,-2.82368162026552,0.00474755191370813,0.0682789317502105,75,80,125,14,1541,237,178,342,52,241,147,167,201,118,48,67,176,49,1340,98,52,183,150,292,47,305,7,132,119,176,61,365,54,116,63,575,39,29,774,1302,123,126,139,143,88,298,114,259,197,5,48,-0.349455271463973
"348","Actinomyces capricornis",2.30866158522861,-0.295867126449025,0.56818825734958,-0.520720241261501,0.602561671756959,0.803144211504209,2,1,0,0,8,0,2,1,12,2,25,1,3,1,2,0,2,3,14,0,1,2,3,0,1,1,0,1,2,2,1,1,0,0,1,4,0,1,3,29,1,1,1,4,8,0,0,2,3,0,0,-0.0890648797920645
"351","Actinomyces howellii",3.31934109289165,0.0349287170109632,0.479995877880691,0.0727687853595382,0.941990110755599,0.976355334353279,7,0,0,0,18,2,2,17,6,2,15,0,7,1,2,1,6,2,25,1,0,35,6,2,0,8,1,1,1,0,1,6,0,1,0,10,0,1,0,18,13,8,0,12,9,4,4,4,6,0,2,0.0105145915303587
"352","Actinomyces israelii",27.3504048037052,-1.6096485839394,0.552452233412435,-2.91364300221356,0.00357238177342142,0.0581536892904729,3,10,14,2,134,23,20,33,1,37,14,7,14,6,0,2,22,4,166,10,5,3,7,31,0,2,1,22,5,59,7,29,8,0,0,87,15,4,64,315,19,14,16,12,2,72,28,68,27,0,1,-0.48455250624381
"353","Actinomyces lilanjuaniae",2.08193464562038,-0.136855846872832,0.419318103972798,-0.326377147984314,0.744139025018728,0.880761275934747,4,0,0,0,4,4,3,4,3,1,8,6,3,3,1,2,4,0,11,4,1,18,2,0,0,3,0,1,1,0,1,5,0,0,0,2,1,0,1,8,9,4,4,11,6,1,1,3,2,0,3,-0.0411977149907191
"357","Actinomyces oris",111.945954383307,-0.783796837337197,0.519268974985284,-1.50942358410573,0.131190569878417,0.376611571900982,13,47,82,13,1172,111,112,245,0,91,24,41,102,65,15,19,41,40,782,60,38,20,55,186,36,114,0,75,29,89,8,117,20,41,30,610,4,12,346,189,55,42,95,44,24,193,79,224,80,0,7,-0.235946358545059
"358","Actinomyces oris K20",20.7996692155866,-0.210437042943999,0.569751270151011,-0.369348966766187,0.711867631467433,0.864510838510302,5,5,27,7,253,19,15,57,0,19,1,11,40,6,0,4,4,9,249,21,4,6,14,36,3,21,0,15,2,21,1,18,5,2,2,140,0,2,38,24,22,4,15,10,1,55,14,43,24,0,0,-0.063347862124973
"359","Actinomyces pacaensis",226.894869053582,0.262975285217159,0.485477351548261,0.541683941338336,0.588036254250687,0.797137357026281,126,187,62,43,1883,360,183,157,88,442,452,522,416,234,105,497,121,71,2255,45,59,131,249,858,308,113,16,2,55,182,12,117,0,4,335,474,25,33,256,1480,0,212,586,398,226,411,14,196,114,1,17,0.0791634489686556
"360","Actinomyces procaprae",2.07949889554603,-0.683312097716638,0.547176020169724,-1.248797594428,0.211739114036974,0.48379298265141,0,0,0,0,12,2,0,5,3,1,2,1,1,0,9,0,8,1,10,1,1,5,6,1,0,2,0,0,18,1,2,4,0,2,0,2,0,0,3,5,0,1,0,0,10,5,2,2,9,0,5,-0.205697437812786
"361","Actinomyces qiguomingii",5.27991403798237,-0.454883583126322,0.432324252458865,-1.05218150621703,0.292716282733383,0.570788000681871,9,0,2,0,8,12,8,29,14,1,10,0,5,2,0,1,7,5,24,1,1,4,6,2,0,13,3,1,2,9,4,10,1,5,2,10,1,1,1,5,0,16,7,40,7,21,2,4,19,0,5,-0.136933603056133
"362","Actinomyces radicidentis",4.85921955927131,-1.9902449592041,0.536144496222043,-3.71214285184016,0.000205511935739128,0.0132803363821302,0,0,0,0,15,1,1,3,1,4,9,3,2,0,0,1,4,0,12,2,0,5,7,6,4,5,2,38,5,2,1,9,0,1,1,2,0,0,2,50,52,3,1,40,2,10,4,4,8,0,1,-0.599123431439471
"363","Actinomyces respiraculi",3.5435167023944,-0.278344947196835,0.372282163306669,-0.747671993534504,0.454658028012931,0.699914297285215,8,1,0,0,12,8,5,19,2,1,4,2,3,1,1,2,7,3,16,0,4,5,7,9,0,2,2,1,2,4,6,7,0,3,1,2,1,0,1,18,4,8,4,11,6,17,9,2,3,0,3,-0.0837901782477543
"364","Actinomyces slackii",2.6299000912916,-0.676736710282599,0.533233866639951,-1.26911802235461,0.204398973334995,0.475643787249947,2,1,1,0,11,0,4,0,0,0,11,7,4,1,2,1,2,0,17,0,2,4,9,3,0,4,1,1,1,2,1,12,0,0,0,4,0,1,2,39,1,2,2,6,4,5,1,1,7,0,0,-0.203718048962028
"365","Actinomyces sp. 432",3.44169940817016,0.403993853390313,0.460064828769634,0.878123751538944,0.379876564740547,0.644044395092549,3,0,1,2,7,2,3,10,1,1,11,42,9,0,0,11,3,0,19,2,0,9,15,3,0,4,0,1,4,1,3,5,0,2,1,8,0,0,2,7,1,3,5,5,5,8,4,2,11,0,4,0.121614267934361
"368","Actinomyces sp. HMT897",4.14627941140726,-0.91641078460025,0.677157373964052,-1.3533202470138,0.175953343632949,0.437892207684076,2,4,0,1,2,2,0,6,1,17,1,2,1,1,1,1,4,0,8,0,0,1,2,39,0,2,0,3,0,6,0,3,1,6,0,3,0,5,2,37,5,0,0,8,2,1,4,19,0,0,0,-0.275867134514639
"369","Actinomyces sp. oral taxon 169",40.1027790512655,-2.16997133582564,0.499403888653374,-4.34512302592776,1.39197627613154e-05,0.0022275058197984,1,14,21,2,993,17,25,33,3,15,19,26,31,33,6,10,46,3,111,19,9,12,5,22,10,16,1,44,53,65,1,60,7,195,5,72,6,9,108,96,38,30,7,20,0,29,17,24,21,0,1,-0.653226461814555
"370","Actinomyces sp. oral taxon 171><wbr>Actinomyces sp. oral taxon 171 str. F0337",33.3967480234531,-1.11565061127068,0.467018171777883,-2.38888051619819,0.016899797544191,0.134030066375393,5,5,9,3,676,15,39,60,4,202,15,10,42,21,11,15,30,3,137,16,6,19,20,53,19,13,0,13,19,24,8,54,6,19,10,114,1,9,124,65,23,14,35,17,17,24,21,24,42,0,4,-0.335844298673332
"371","Actinomyces sp. oral taxon 414",101.40918111062,-0.0890459853110694,0.448563533595926,-0.198513652229438,0.842643204364197,0.931443011449328,48,44,26,4,1209,133,126,131,20,289,58,64,255,75,49,26,155,13,159,232,26,79,40,463,20,26,7,43,35,65,42,113,10,4,26,319,11,23,134,562,38,18,88,321,35,91,70,269,83,0,6,-0.0268055125720861
"372","Actinomyces sp. oral taxon 897",14.6434752925098,-0.758717680818054,0.512959195711524,-1.47909948230022,0.139113728557608,0.389250154835327,4,2,0,14,2,3,0,11,1,21,25,3,8,0,111,1,10,2,13,0,7,39,15,29,3,63,0,9,14,3,8,64,3,20,1,1,1,3,8,50,14,44,4,27,46,48,70,29,14,0,20,-0.228396780166845
"373","Actinomyces sp. Z16",4.71695606472906,0.440950600681834,0.546625314631732,0.806677972788194,0.419852037926322,0.671452373241064,13,0,30,1,16,1,1,54,2,1,23,1,7,0,3,0,3,0,17,1,0,3,8,3,1,5,1,0,6,9,4,8,0,1,1,3,1,1,1,7,9,3,0,3,5,14,26,7,2,0,0,0.132739357411282
"375","Actinomyces trachealis",5.38764374228344,-0.243949583570575,0.516671307008557,-0.472156243750023,0.636815269357634,0.827180336000432,3,1,20,0,9,1,1,1,1,1,25,11,0,1,27,3,11,6,9,0,3,0,11,3,2,20,1,0,7,1,3,18,4,0,2,0,1,0,3,7,7,5,4,16,0,41,15,5,7,0,10,-0.0734361420844802
"377","Actinomyces viscosus",11.7475229724797,-0.39531954070351,0.470125833366505,-0.840880276398943,0.400415008936196,0.65995564286076,1,5,12,1,100,5,23,16,0,29,6,3,9,10,8,5,6,6,79,7,4,2,9,19,8,9,1,12,1,6,2,15,5,1,1,55,1,1,23,60,7,10,6,9,5,15,6,8,8,0,4,-0.119003039623865
"378","Actinomyces weissii",2.13407421036153,-0.741814141237994,0.458341486491026,-1.61847479030794,0.105560315453336,0.332521734438892,1,0,2,1,7,1,2,2,1,4,4,0,5,0,2,1,2,4,8,1,1,4,2,4,0,5,0,1,1,3,1,10,0,2,0,1,1,0,1,14,0,3,0,18,1,5,2,1,1,0,10,-0.223308307720353
"380","Actinomycetales><wbr>Actinomycetaceae",80.0731190270486,-0.0974023154198908,0.254117291097272,-0.383296685555359,0.701499796499766,0.860067591270424,66,33,20,20,552,86,34,165,40,114,205,117,69,62,71,66,167,59,252,42,27,140,113,158,56,113,35,25,209,35,55,181,5,28,105,59,10,11,72,141,24,125,92,221,78,194,235,71,91,2,60,-0.0293210185885115
"381","Actinomycetes",10744.0680234393,-0.551024131534229,0.237583670868944,-2.31928452624249,0.0203796138854555,0.147192731035069,15215,642,9026,2032,18574,12003,6251,18817,11065,4061,43708,15218,14196,5204,18772,6553,28144,6185,25400,3409,4560,28638,15208,3913,1635,36584,1631,3893,28699,6317,14050,36388,1270,8444,5535,14404,1955,1194,4782,11109,19134,24143,8583,43815,14925,43836,27501,10759,19501,208,12155,-0.165874791926498
"383","Actinomycetota",2575.87676886125,-0.623950826049817,0.275118523163766,-2.26793463004455,0.0233331912629425,0.157312972882087,3414,117,1641,447,6735,2727,1095,4686,2476,397,9763,3084,3539,1244,4822,1730,7326,1246,5906,531,1140,7041,3941,493,561,8031,472,488,6008,1183,2868,8522,423,2592,1735,3569,380,183,1757,2230,3309,6328,2288,11970,3526,9957,5894,2372,4981,45,2785,-0.187827914460314
"384","Actinoplanes",6.31983509264298,-0.388591842136767,0.380278152066436,-1.02186212914193,0.306846158793876,0.58285410139784,5,0,5,1,10,42,7,7,13,1,27,10,5,1,5,6,6,1,28,4,3,12,13,1,0,6,0,3,7,6,10,6,0,7,4,2,3,3,0,5,38,8,4,8,21,19,6,8,17,0,5,-0.116977800553489
"385","Actinoplanes derwentensis",7.17537845454397,-0.0590911382177642,0.450104824525453,-0.13128305896313,0.895551392784605,0.954571093475899,14,0,19,1,2,3,2,39,9,1,36,9,12,1,12,2,2,7,30,1,3,28,2,2,0,13,5,1,1,8,8,17,0,0,0,16,3,0,3,3,12,19,9,35,8,22,10,6,7,0,23,-0.0177882050814733
"388","Actinoplanes ianthinogenes",3.75475663515013,-0.170649802107016,0.51815493489955,-0.329341265735698,0.741897756688014,0.880126894422564,6,0,1,1,1,42,5,7,6,0,12,0,5,0,6,1,5,1,26,0,2,6,4,0,0,9,0,1,0,2,3,5,2,0,0,9,1,0,1,10,8,8,3,30,2,8,9,3,2,0,4,-0.0513707091883342
"389","Actinoplanes missouriensis><wbr>Actinoplanes missouriensis 431",3.58159346450765,-0.739336787923071,0.712474351196792,-1.03770302282623,0.299408337220436,0.574820930127577,5,0,0,1,2,0,1,13,0,0,2,1,4,0,0,0,16,3,8,0,3,22,13,0,0,53,0,0,36,0,12,5,0,3,0,0,1,0,1,0,0,22,3,26,0,4,18,4,4,0,2,-0.222562550062704
"392","Actinoplanes sichuanensis",7.49086907659968,-1.01920424685144,0.543361342384569,-1.87573934203455,0.0606910808377465,0.248797768236958,6,0,0,2,8,17,2,4,6,0,15,6,4,3,28,4,14,1,32,1,1,45,7,4,1,7,0,0,0,5,19,45,0,0,0,2,2,1,21,11,9,3,3,50,8,16,18,0,10,0,3,-0.3068110500104
"393","Actinoplanes sp. L3-i22",3.44761100512044,-0.024609059731615,0.438394137702175,-0.0561345547652676,0.955234616604449,0.981907139760315,4,0,1,1,3,4,4,2,11,0,13,8,4,2,3,3,6,1,19,10,1,28,4,1,0,2,0,0,3,0,6,13,1,0,0,1,1,2,0,4,1,5,2,19,7,8,6,2,5,0,9,-0.00740806514430273
"394","Actinoplanes sp. N902-109",3.30341341552728,-0.407720266304286,0.672580767440818,-0.606202683813974,0.544380170845061,0.770788571406053,2,0,1,1,0,1,0,3,4,1,6,55,2,0,0,1,5,1,8,1,2,8,5,0,0,3,0,0,5,0,1,15,0,0,0,9,0,1,2,1,1,5,0,53,18,3,3,0,2,0,1,-0.122736029997697
"395","Actinoplanes sp. NBC_00393",2.65000117656951,-0.520841703563918,0.47143416900639,-1.10480261679305,0.269245126404083,0.549867770468592,8,1,3,1,3,1,4,5,0,0,4,0,5,4,2,3,5,5,4,0,1,8,2,0,0,0,3,0,5,2,2,12,0,0,4,5,0,0,1,2,0,6,4,2,8,6,4,18,7,0,0,-0.156788975765467
"396","Actinoplanes sp. OR16",2.56271755661749,1.54719734362415,0.628442002265482,2.46195724990791,0.0138181136016998,0.123486873907944,6,0,4,0,10,57,12,2,1,0,8,4,5,1,1,1,9,1,12,0,3,10,4,0,1,2,0,0,0,0,0,5,0,0,2,3,0,0,0,3,0,2,3,10,0,10,1,0,1,0,0,0.465752809642501
"398","Actinopolymorphaceae><wbr>Actinopolymorpha><wbr>Actinopolymorpha singaporensis",2.91519255286918,-0.584300940970003,0.573978285924501,-1.01798439993052,0.308685369779167,0.584546997743044,2,0,1,0,1,0,0,3,6,0,34,5,1,1,1,2,5,5,3,1,2,37,4,1,0,5,0,1,0,1,0,9,0,1,1,16,0,0,2,1,1,1,2,43,9,17,5,0,4,0,3,-0.17589210972666
"400","Actinosynnema",2.0185775037977,-0.921900308490522,0.629452147647097,-1.46460745576388,0.143028046667937,0.395048910533556,1,0,1,0,0,1,0,1,2,0,4,20,1,0,1,1,4,0,1,0,3,5,7,0,0,3,0,0,3,2,0,23,0,3,0,11,1,1,0,0,1,0,1,10,2,4,2,1,2,0,2,-0.277519645867525
"406","Actinotignum timonense",7.83469564712428,-1.1951104636782,0.73074475560558,-1.63546909438686,0.101950748347644,0.326573403635669,0,0,0,2,11,1,0,0,3,0,106,2,11,0,17,1,62,2,2,0,4,0,8,0,0,9,0,1,36,0,0,9,1,2,2,11,2,0,9,3,0,22,11,63,3,73,88,0,8,0,5,-0.359764097699029
"407","Actinotignum urinale",6.99208010657162,-0.473310573283096,0.399956975918978,-1.18340372035161,0.236649183578964,0.511501165078376,5,1,0,0,13,2,0,5,16,0,9,0,13,21,26,7,15,2,17,1,11,17,10,3,1,51,2,6,24,12,9,2,1,4,2,27,0,0,3,8,11,22,3,14,8,21,21,17,20,0,4,-0.142480679823127
"408","Actomonas><wbr>Actomonas aquatica",8.48665242443623,-0.821776052023906,0.45289816669132,-1.81448306145165,0.0696033882026591,0.265489069787646,6,1,13,2,7,3,20,5,8,1,26,11,19,4,8,3,26,10,9,1,4,7,5,4,1,30,0,1,35,3,0,20,0,5,0,4,0,0,2,5,40,32,9,40,12,103,12,1,67,0,6,-0.24737924137752
"409","Acutalibacter><wbr>Acutalibacter muris",928.446463644198,-0.823090934959422,0.289260426348546,-2.84550135443566,0.00443415708739813,0.0649584351975232,663,107,337,345,1451,645,710,608,411,245,2744,763,1123,755,1349,735,3197,615,1994,215,424,1264,1136,1849,324,2311,78,151,4679,386,620,2697,360,576,453,752,226,48,1113,2072,713,1616,465,1775,682,2898,2157,470,2025,20,1109,-0.247775060581897
"410","Acutalibacteraceae",356.351319540925,-0.715984231681006,0.246609264166582,-2.90331441562295,0.00369235736638904,0.058742387885948,425,43,208,85,603,276,128,493,237,86,1568,379,615,156,517,163,1215,249,665,61,134,741,554,219,180,1480,31,84,989,249,363,1184,62,257,259,732,27,45,163,789,537,899,214,1316,266,1684,1164,356,870,8,331,-0.215532730158412
"411","Acuticoccus sp. I52.16.1",3.07725568552614,0.13202081944676,0.420284743509078,0.314122321796599,0.753428136624541,0.885130030476032,11,1,0,0,1,6,2,16,8,1,7,2,13,0,0,11,7,2,11,0,1,17,7,0,2,6,1,0,4,3,5,4,0,0,5,4,3,0,0,5,1,5,0,15,8,7,8,2,5,0,2,0.0397422267056133
"412","Acuticoccus sp. MNP-M23",3.49756302767579,0.410501617718794,0.398406242331693,1.03035940229328,0.302841323473967,0.5788658211897,7,0,0,3,6,0,1,6,11,1,19,8,9,1,1,5,1,1,13,5,7,14,11,3,7,21,1,0,2,4,7,5,0,0,1,3,0,0,0,2,3,5,4,13,21,5,3,3,3,0,9,0.123573300201946
"415","Adhaeribacter radiodurans",8.76892102260772,-0.340429296329967,0.457700108790368,-0.743782423888143,0.457008115023843,0.701219605416056,2,0,1,4,10,0,0,3,21,1,49,1,17,7,4,3,41,6,7,11,1,32,26,29,2,54,1,0,6,9,18,7,4,1,18,1,0,3,1,19,5,25,5,34,27,20,29,0,12,0,37,-0.102479429598102
"416","Adhaeribacter swui",2.30399825368611,1.10131176110005,0.605987944773085,1.81738229382176,0.0691585969894922,0.265489069787646,8,0,0,0,24,1,0,2,5,1,0,4,1,2,0,0,1,1,4,8,0,2,52,9,5,4,1,0,0,3,3,1,0,0,1,0,0,0,0,9,1,5,2,3,7,2,1,0,1,0,4,0.331527874668638
"417","Adlercreutzia",1023.69973631514,-0.516352375007306,0.543787437669097,-0.949548185998211,0.342341876763632,0.612317794806017,745,5,59,291,8283,3724,731,3032,1914,3,1738,90,919,17,831,469,1199,156,4869,46,859,2628,1301,39,4,418,269,19,203,676,680,454,136,273,2033,5742,4,183,1919,44,78,798,300,1450,7479,1823,999,1047,1673,7,347,-0.155437553209536
"418","Adlercreutzia equolifaciens",2292.41769946163,-0.323712931261107,0.626520853502995,-0.516683410378391,0.605377178633948,0.805590942055912,1504,2,8,809,20934,9551,2043,7535,4861,3,4242,42,1833,5,1740,1059,2151,232,11661,84,1881,5859,2635,14,8,433,720,8,233,1828,1471,447,214,181,4815,14678,2,579,3020,18,22,1477,719,2942,18644,4555,2410,2667,4384,16,808,-0.0974473022939058
"419","Adlercreutzia equolifaciens subsp. celatus",3150.13382775583,-0.293504935408188,0.64187901194029,-0.457258969289201,0.647484917534071,0.830700415655546,1852,2,0,1158,33952,11672,2752,10318,6129,10,5487,17,2338,22,2602,1578,2964,299,17274,180,2351,8214,3256,94,7,707,937,0,350,2188,2284,573,348,664,7404,22221,1,716,2578,1571,14,2149,943,4111,27646,6547,3582,4162,6648,21,1083,-0.0883537894332839
"420","Adlercreutzia equolifaciens subsp. equolifaciens><wbr>Adlercreutzia equolifaciens DSM 19450",2984.08187035677,-0.0570132678614947,0.63682631307365,-0.0895271861275949,0.928662948922535,0.969749010803316,2199,1,16,1119,28841,18198,2920,9465,6922,3,6439,43,2477,7,2480,1438,2715,249,15588,105,2706,7507,3735,7,9,552,937,4,359,2600,1944,574,264,183,7447,19188,4,772,2333,25,24,1859,897,3641,23107,6445,3240,3535,6176,10,1154,-0.0171627037771351
"421","Adlercreutzia hattorii",758.601741350861,-0.264839147004387,0.53644953684205,-0.493688835232167,0.621525951357068,0.816416791552991,562,2,43,221,6781,3273,685,2369,1692,2,1411,164,668,10,599,386,791,144,3539,80,642,2053,985,15,3,199,245,2,115,472,491,188,81,130,1745,4745,6,168,733,607,58,489,224,1124,5896,1506,814,813,1495,14,258,-0.0797245272743831
"427","Advenella alkanexedens",3.21346760226077,0.106640090951946,0.535384294149776,0.199184197439517,0.842118660366279,0.931443011449328,5,2,5,0,11,3,7,11,4,8,4,1,1,12,0,0,0,5,7,3,4,2,1,8,1,5,0,1,35,1,0,0,2,0,2,2,0,1,0,3,0,1,5,1,7,3,12,0,2,0,1,0.0321018661168708
"430","Aegicerativicinus><wbr>Aegicerativicinus sediminis",7.97522913981207,1.91841017056713,0.772289885369332,2.48405450713587,0.0129895923732932,0.119461937020702,0,2,0,0,4,1,3,5,150,0,1,2,0,0,6,2,0,0,7,1,34,1,71,62,6,18,4,2,2,0,0,1,0,0,3,1,1,0,0,4,1,46,0,1,26,22,5,2,0,0,4,0.577499005327561
"433","Aequorivita",9.21875380838237,-0.138911509638901,0.404129539862006,-0.343730155648443,0.731049230555871,0.875094844535819,10,2,3,2,15,40,4,26,1,2,10,16,2,9,11,12,10,10,15,0,13,28,2,8,2,29,2,5,10,5,8,3,1,3,22,6,15,4,1,4,6,21,0,1,6,5,7,4,8,1,19,-0.0418165311442753
"434","Aequorivita sp. Ant34-E75",2.85760291613179,1.78012961221342,0.615231194187414,2.89343197976914,0.00381056816618646,0.0590297654474202,5,0,1,1,0,3,3,0,13,38,3,1,4,1,2,1,4,2,5,26,1,15,4,5,7,0,0,0,0,5,0,1,0,0,1,0,0,0,0,7,1,2,0,1,0,1,7,4,3,0,1,0.535872409445931
