KO	Name	C001_FD2_TZO.quant	C001_FD3_TZO.quant	C001_L-3_TZO.quant	C001_L-44_TZO.quant	C001_L-92_TZO.quant	C001_R+1_TZO.quant	C001_R+45_TZO.quant	C001_R+82_TZO.quant	C002_FD2_TZO.quant	C002_FD3_TZO.quant	C002_L-3_TZO.quant	C002_L-44_TZO.quant	C002_L-92_TZO.quant	C002_R+1_TZO.quant	C002_R+45_TZO.quant	C002_R+82_TZO.quant	C003_FD2_TZO.quant	C003_FD3_TZO.quant	C003_L-3_TZO.quant	C003_L-44_TZO.quant	C003_L-92_TZO.quant	C003_R+45_TZO.quant	C003_R+82_TZO.quant	C004_FD2_TZO.quant	C004_FD3_TZO.quant	C004_L-3_TZO.quant	C004_L-44_TZO.quant	C004_L-92_TZO.quant	C004_R+1_TZO.quant	C004_R+45_TZO.quant	C004_R+82_TZO.quant
K00060	k141_16876_1k141_34298_1k141_35309_1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00062	k141_23141_1k141_25399_1k141_20030_1k141_3920_1k141_33032_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00064	k141_34943_1k141_20023_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00065	k141_38853_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00066	k141_12132_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00067	k141_51851_1k141_29425_1k141_32640_1k141_5689_1k141_2479_1k141_30005_1k141_31072_1k141_24164_1k141_40093_1k141_38929_1k141_43770_1k141_60918_1k141_40369_1k141_60813_1k141_37363_1k141_45101_1k141_12011_2k141_48825_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00070	k141_7875_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00073	k141_23771_1k141_23668_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00074	k141_43836_1k141_12729_1k141_60341_1k141_14320_2k141_42100_1k141_34290_1k141_18243_1k141_20720_1k141_18642_1k141_38899_1k141_15556_1k141_63881_1k141_19047_1k141_61078_1k141_17989_2k141_61832_1k141_27764_1k141_6390_2k141_46854_1k141_180_1k141_8763_2k141_52754_1k141_56602_1k141_32995_1k141_26516_1k141_685_2k141_24646_2k141_36457_2	39.0	22.0	50.0	36.0	74.0	24.0	58.0	203.0	0.0	0.0	0.0	0.0	1.0	71.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	38.0	14.0	16.0	30.0	15.0	53.0	134.0
K00075	k141_14007_1k141_24980_1k141_45170_1k141_28922_1k141_5166_2k141_14822_1k141_8567_1k141_22570_1k141_29435_1k141_15869_1k141_8371_1k141_11932_1k141_36531_1k141_34873_1k141_36035_1k141_34588_1k141_8319_2k141_13708_1k141_47190_1k141_37203_1k141_43825_1k141_9662_1k141_33730_1k141_16611_1k141_36087_1k141_44782_1k141_45331_1k141_38856_1k141_45894_1k141_40112_2k141_43538_1k141_13441_3k141_53755_1k141_16755_2	75.0	0.0	20.0	10.0	2.0	24.0	4.0	10.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	214.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	30.0	136.0	0.0	6.0	34.0
K00077	k141_967_6k141_2077_1k141_15126_1k141_10542_1k141_30345_1k141_13986_1k141_25800_1k141_43978_1k141_30305_1k141_25435_1k141_8299_2k141_16279_1k141_46690_1k141_14058_2k141_2066_2	16.0	0.0	12.0	9.0	12.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	28.0	0.0	47.0	9.0	9.0	9.0
K00082	k141_17938_1k141_20144_1k141_23187_1k141_55553_1k141_55553_2k141_24522_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00086	k141_52820_1k141_32390_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00087	k141_48373_1k141_48352_1k141_28670_1k141_21016_1k141_58724_1k141_57595_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00088	k141_39440_1k141_10192_1k141_16516_1k141_20433_1k141_12293_1k141_37982_1k141_11385_1k141_9935_1k141_24372_1k141_8069_1k141_4155_1k141_46503_1k141_26725_1k141_1416_1k141_20589_1k141_11015_1k141_33397_1k141_5373_1k141_19804_1k141_11228_1k141_13787_1k141_29950_1k141_41775_1k141_4101_1k141_3222_1k141_13907_1k141_25206_1k141_24429_1k141_862_1k141_13317_1k141_36865_1k141_25778_1k141_12032_1k141_22074_1k141_34294_1k141_18883_1k141_24625_1k141_59628_1k141_40181_1k141_53140_1k141_35260_1k141_60418_1k141_54767_1k141_4130_1k141_2852_1k141_17011_1k141_40315_1k141_52363_1k141_55242_1k141_50976_1k141_26876_1k141_9293_1k141_32525_1k141_27451_1k141_25455_1k141_37596_1k141_15321_3k141_30214_1k141_38531_1k141_56724_1k141_27043_1k141_40668_1k141_38881_1k141_20873_2k141_51168_1k141_49549_1k141_60969_1k141_31226_2k141_51900_1k141_54310_1k141_62098_1k141_29201_1k141_40096_1k141_55921_1	211.0	47.0	218.0	79.0	95.0	95.0	20.0	67.0	46.0	0.0	4.0	31.0	57.0	41.0	66.0	49.0	130.0	61.0	8.0	44.0	138.0	84.0	70.0	0.0	1.0	25.0	131.0	439.0	43.0	49.0	196.0
K00090	k141_44008_1k141_34832_1k141_8119_2	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00091	k141_1914_1k141_13686_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00096	k141_24869_1k141_14581_1k141_21966_1k141_12806_2k141_4928_2k141_11185_2	6.3	0.0	0.0	0.0	0.227	0.0	0.0	0.0	0.0	0.0	0.0	0.904	0.0	0.0	0.0	0.0	14.875	2.094	0.0	0.0	16.751	1.968	7.373	0.0	0.0	0.0	0.0	0.0	0.0	3.549	0.0
K00097	k141_8370_2k141_33038_1k141_36563_1k141_44913_1k141_5321_1k141_50904_1k141_20802_1k141_25671_3k141_63370_1k141_31675_1k141_37505_1k141_54088_1k141_16770_2k141_29338_2k141_60441_1	3.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	24.0	1.0	0.0	0.0	0.0	20.0	0.0	99.0	0.0	1.0	0.0	0.0	0.0	3.6189999999999998	13.0	0.0	0.0	0.0	0.0	27.0	0.0	1.0	6.0
K00099	k141_273_1k141_40923_1k141_9580_1k141_54077_1k141_6859_1k141_8956_1k141_26695_1k141_33811_2k141_571_1k141_28108_1k141_43217_1k141_18783_2k141_59534_1k141_24137_2k141_55084_1	56.0	120.0	236.0	281.0	183.0	200.0	84.0	403.0	222.0	91.0	0.0	145.0	164.0	33.0	222.0	278.0	558.0	358.0	0.0	134.0	530.0	358.0	358.0	114.0	86.0	57.0	216.0	91.0	135.0	144.0	374.0
K00100	k141_2217_1k141_14372_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00101	k141_20814_1k141_27194_1k141_27910_1k141_13794_1k141_39971_1k141_51977_1k141_23512_1k141_25545_1k141_7325_1k141_23002_1k141_33959_1k141_29132_1k141_47071_2k141_39151_1k141_15800_2k141_48205_1k141_40000_1k141_14075_1k141_15140_2k141_43944_1k141_15795_2	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00102	k141_32664_1k141_44311_1k141_8566_1k141_12093_1k141_9456_1k141_29921_1k141_23644_1k141_47446_1k141_19228_1k141_6076_1k141_10420_1k141_28290_1k141_29864_1k141_44416_1k141_2574_1k141_12052_2k141_44646_1k141_49135_1k141_6191_2k141_39045_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00103	k141_16840_1k141_30344_1k141_56279_1k141_4853_1k141_44828_1k141_8794_1k141_10342_2k141_53602_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00104	k141_44311_1k141_50215_1k141_12093_1k141_9456_1k141_24947_1k141_28977_1k141_6076_1k141_29864_1k141_8440_1k141_29596_1k141_44416_1k141_1807_1k141_38775_1k141_61193_1k141_12052_2k141_39151_1k141_30227_1k141_7303_1k141_41683_1k141_15140_2	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	2.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00105	k141_2837_1k141_4799_1k141_10078_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00106	k141_25963_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00107	k141_30344_1k141_44828_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00108	k141_12416_1k141_33360_1k141_33792_1k141_20410_1k141_36766_1k141_35145_1k141_15635_1k141_12327_1k141_4053_1k141_18530_1k141_768_1k141_25824_1k141_7544_1k141_32096_1k141_10380_1k141_12341_1k141_30996_1k141_34970_1k141_46668_1k141_30017_2k141_41485_1k141_35146_1k141_54355_1k141_51333_1k141_43958_1k141_48822_1k141_47951_1k141_18320_2	244.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00111	k141_10786_1k141_4618_1k141_62261_1k141_11124_1k141_13807_1k141_16106_1k141_14961_1k141_5122_1k141_20481_1k141_7916_1k141_1194_1k141_8646_2k141_17177_1k141_21329_1k141_32196_1k141_2134_1k141_12699_3k141_29553_1k141_22755_2k141_2837_1k141_1455_1k141_35519_1k141_25413_1k141_47940_1k141_251_2k141_4799_1k141_26411_1k141_12195_2k141_33963_1k141_64145_1k141_63514_1k141_52748_1k141_21563_2k141_7851_2k141_10078_2k141_31016_2k141_35698_2	107.226	133.0	83.0	251.0	42.0	94.0	81.0	208.0	0.0	0.0	2.0	0.0	0.0	26.0	0.0	0.0	11.0	7.0	5.0	53.0	20.0	17.0	91.0	112.0	18.0	0.0	55.0	120.0	0.0	56.308	93.0
K00112	k141_5860_1k141_12699_2k141_2270_2k141_7808_2k141_26801_1	47.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00113	k141_19544_1k141_27765_1k141_55991_1k141_879_1k141_10646_1k141_15170_1k141_34661_1k141_36931_1k141_20461_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00114	k141_15115_1k141_25489_1k141_35031_1k141_27573_1k141_49944_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00116	k141_4268_1k141_25372_1k141_8677_1k141_1855_1k141_21740_1k141_49129_1k141_14926_1k141_11847_2k141_1843_1k141_28788_1k141_5011_1k141_6810_1k141_28702_1k141_63720_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00117	k141_18086_1k141_4826_1k141_16117_1k141_20981_1k141_32472_1k141_20308_1k141_47813_1k141_8604_1k141_47514_1k141_10454_1k141_50605_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00118	k141_43509_1k141_44890_1k141_40680_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00121	k141_2834_1k141_7604_1k141_3270_1k141_30419_1k141_9305_1k141_40269_1k141_34511_1k141_23319_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00122	k141_38907_1	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00123	k141_15489_1k141_10959_1k141_25873_1k141_25613_1k141_26562_1k141_21304_1k141_27994_1k141_5590_1k141_4198_1k141_1162_1k141_36081_1k141_9651_1k141_2328_1k141_24451_1k141_16213_1k141_23983_1k141_11991_1k141_12489_1k141_1029_1k141_29487_1k141_2101_1k141_930_1k141_42588_1k141_10138_1k141_45267_1k141_30799_1k141_35314_1k141_38618_1k141_6754_1k141_30215_1k141_50513_1k141_26242_1k141_11436_2k141_10831_1k141_24739_1k141_35458_1k141_27826_1k141_343_2k141_48260_1k141_24126_2k141_40529_1k141_54145_1k141_16596_1k141_42827_1k141_42827_2k141_6794_2k141_41246_1k141_31029_1k141_47150_1k141_49762_1k141_36671_1k141_23132_2	16.0	4.0	142.0	55.0	23.0	33.0	16.0	54.0	41.0	25.0	0.0	22.0	63.0	33.0	52.0	48.0	7.0	38.0	95.0	186.0	97.0	26.0	39.0	3.0	0.0	9.0	24.0	0.0	1.0	10.0	38.0
K00124	k141_37137_1k141_50793_1k141_1654_1k141_40253_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00127	k141_1654_1k141_25622_1k141_32027_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00128	k141_16145_1k141_31081_1k141_14696_1k141_49672_1k141_12058_1k141_14893_1k141_31098_1k141_24534_1k141_16620_1k141_24726_1k141_27760_2k141_36042_1k141_19940_1k141_46236_1k141_7413_1k141_24239_1k141_9601_1k141_22544_1k141_20458_1k141_7761_1k141_9021_1k141_8694_1k141_867_1k141_23364_1k141_14387_1k141_3502_1k141_25479_1k141_29351_1k141_5790_1k141_28034_1k141_6192_1k141_36864_1k141_54502_1k141_345_1k141_4549_1k141_41319_1k141_30583_1k141_17240_1k141_47072_1k141_31671_1k141_45608_1k141_51557_1k141_2279_1k141_4054_2k141_39936_1k141_52178_1k141_49609_1k141_45621_1k141_31188_1k141_61178_1k141_35440_2	359.93	7.0	87.0	440.0	461.545	27.0	62.331	258.0	0.0	3.0	66.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	119.0	61.0	62.0	13.0	43.0	3.0	93.0	59.0	47.0	100.316	10.0	76.0	19.0
K00129	k141_49672_1k141_20458_1k141_36864_1k141_35440_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00130	k141_8320_2k141_24534_1k141_43846_1k141_34842_1k141_29890_1k141_19940_1k141_22197_1k141_24239_1k141_42129_1k141_867_1k141_30002_1k141_25479_1k141_29085_1k141_29958_1k141_2057_2k141_4549_1k141_30583_1k141_25155_1k141_39093_1k141_52178_1k141_45621_1k141_31188_1k141_24068_2k141_17278_2k141_36020_1	7.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00131	k141_9492_1k141_35800_1k141_9021_1k141_12111_1k141_25870_1k141_49609_1k141_61178_1k141_30795_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00133	k141_6292_1k141_7188_1k141_15527_1k141_9777_1k141_34164_1k141_8190_2k141_39113_2k141_34894_1k141_2224_1k141_32242_1k141_7507_2k141_54794_1k141_1603_1k141_12445_1k141_2636_1k141_3957_1k141_54534_1k141_26941_1k141_5608_1k141_34109_1k141_27147_1k141_44872_1k141_38100_1k141_43067_1k141_18776_1k141_15653_1k141_43228_1k141_41280_2k141_35727_1k141_16644_2k141_29051_1k141_54378_1	41.879999999999995	0.0	52.863	12.208	27.521	1.506	1.039	16.0	83.236	172.82	0.0	82.355	37.0	16.0	54.641	90.0	17.285	57.864	0.0	0.0	57.536	30.698	15.078	0.0	14.0	0.0	0.0	2.0	0.0	10.458	16.773
K00134	k141_23217_1k141_4887_1k141_22913_1k141_22914_1k141_51388_1k141_4691_1k141_35845_1k141_24533_1k141_17276_1k141_34164_1k141_21739_1k141_23666_1k141_45512_1k141_49575_1k141_42020_1k141_3881_1k141_19901_1k141_11405_1k141_17428_1k141_891_1k141_21265_1k141_1071_1k141_26760_1k141_15725_1k141_35287_1k141_53967_1k141_42125_1k141_9937_1k141_17422_1k141_19680_2k141_23105_1k141_54534_1k141_10534_1k141_2372_1k141_24697_1k141_22365_1k141_52172_1k141_15002_1k141_434_1k141_13436_1k141_16645_1k141_31337_1k141_18620_1k141_4388_1k141_61822_1k141_11431_2k141_51464_1k141_23249_1k141_50412_1k141_23956_2k141_10923_1k141_55516_1k141_10500_1k141_44872_1k141_53917_1k141_46161_1k141_25374_1k141_9083_5k141_7948_1k141_35144_1k141_41580_1k141_13066_1k141_52454_1k141_41698_1k141_28449_1k141_12054_2k141_48575_1k141_47140_1k141_39231_2k141_42999_1k141_36852_1k141_32848_1k141_60755_1k141_25947_2k141_39895_1k141_32251_2k141_56929_1k141_31695_2k141_57780_1	2298.991	45.0	382.0	2069.0	1897.58	123.0	461.904	907.87	54.0	0.0	32.0	36.0	0.0	282.0	0.0	6.0	20.0	12.0	0.0	1.0	81.0	106.0	256.0	146.926	460.0	408.0	38.0	1025.0	8.0	478.829	124.0
K00135	k141_19866_1k141_16887_1k141_36044_2k141_7616_1k141_7331_1k141_4832_1k141_46835_1k141_8237_1k141_4371_1k141_46226_1k141_25531_1k141_25452_2k141_40524_1k141_19330_1k141_33287_1k141_295_2k141_12767_1k141_43406_2k141_43796_1k141_7167_1k141_50469_1k141_13891_1k141_43701_1k141_25089_1k141_27183_1k141_32504_1k141_21263_1k141_34608_1k141_30583_1k141_21719_1k141_13313_2k141_34929_1k141_1908_1k141_35739_1k141_9466_1k141_43497_1k141_15716_1k141_1479_1k141_3038_2k141_12166_2k141_54238_1k141_44802_1k141_34125_1k141_41285_1k141_61685_1k141_30787_1	496.581	175.0	67.0	329.0	178.0	62.0	114.0	117.0	0.0	1.0	82.0	0.0	0.0	8.0	0.0	0.0	0.0	3.0	381.0	0.0	0.0	0.0	0.0	0.0	36.0	55.0	24.0	106.0	0.0	34.0	34.0
K00138	k141_31098_1k141_24726_1k141_27760_2k141_9601_1k141_7761_1k141_345_1k141_31671_1k141_45608_1k141_51557_1k141_42095_1	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00140	k141_27333_1k141_5137_1k141_17606_1k141_46558_1k141_18892_1k141_5380_1k141_29792_1k141_30475_1k141_52001_1	0.0	0.0	6.689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00141	k141_27833_2k141_43192_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00143	k141_10669_1k141_6905_1k141_24125_1k141_15656_1k141_3097_1k141_38773_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00145	k141_3584_2k141_8889_1k141_17815_1k141_13180_1k141_11578_1k141_24915_1k141_8409_1k141_15222_1k141_31353_1k141_5896_1k141_1131_3k141_32813_2k141_26166_1k141_56476_1k141_14004_1k141_28921_1k141_26029_1k141_32195_1k141_52455_1k141_40632_1k141_53462_1k141_18612_2k141_13712_2	29.0	0.0	29.382	33.0	27.0	16.0	10.0	16.0	57.0	0.0	0.0	8.0	23.0	6.0	6.0	15.0	25.0	36.916	0.0	65.0	78.65	8.0	16.0	139.0	0.0	14.0	0.0	0.0	0.0	1.0	10.0
K00146	k141_1524_1k141_17538_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00147	k141_116_1k141_24420_1k141_11912_1k141_2097_1k141_23565_1k141_61056_1k141_31771_1k141_48887_1k141_25472_1k141_33246_1k141_3155_1k141_653_1k141_31755_1k141_7455_1k141_38641_1k141_7926_1k141_20782_2k141_22724_2k141_47165_1k141_63332_1k141_11481_4k141_7657_2	12.0	36.0	190.0	105.0	61.0	75.0	15.0	53.0	0.0	54.0	0.0	35.0	53.0	12.0	23.0	9.0	13.0	39.0	0.0	0.0	63.0	77.0	46.0	0.0	18.249	22.0	54.0	112.0	19.0	24.0	59.0
K00148	k141_38556_1k141_18313_1k141_28068_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00150	k141_13717_1k141_8971_1k141_24921_1k141_3881_1k141_35276_1k141_26760_1k141_5954_1k141_2372_1k141_24697_1k141_16645_1k141_41580_1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00151	k141_5190_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00153	k141_13649_1k141_7523_1k141_2851_2k141_15531_1k141_27426_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
